ICBMPC Random Sampling,Type,Avg Optimizer Success,Avg Closed Loop Cost,Avg Concentration Cb,Avg Boundary Violation Probability,Avg Time
1.0,cs1,0.12705882352941178,116.91736771183007,0.7457345640653595,0.012823236686274506,27.66030583980392
1.0,cs5,0.13019607843137257,124.43198563274511,0.7436396142156864,0.012573376411764705,12.852226998908495
7.0,cs1,0.19403508771929823,118.36462803350878,1.0092448779649121,0.009853614577857895,29.631881119824563
7.0,cs5,0.1985964912280702,109.7613518654386,1.010553950754386,0.00984288318695614,15.48441739294737
