ICBMPC Max Search,Type,Avg Optimizer Success,Avg Closed Loop Cost,Avg Concentration Cb,Avg Boundary Violation Probability,Avg Time
3.0,cs1,0.07583333333333335,122.78639178666668,0.8525204061527778,0.005352990555555556,17.626763502916667
3.0,cs5,0.08416666666666667,130.33388688416665,0.8462852677361111,0.005255222541666667,8.38415114413889
5.0,cs1,0.19714285714285712,98.80312314714286,0.7476676332244897,0.018630485912432656,26.04594708214286
5.0,cs5,0.1955102040816326,105.01655717499999,0.7506262061530614,0.018252690933770407,12.354328768704082
10.0,cs1,0.143,152.795369519,0.924286226175,0.007810207612987499,52.4853557765
10.0,cs5,0.1505,140.47070998325,0.9221132172000001,0.007940779953675,25.865485513
