LQR r,Type,Avg Optimizer Success,Avg Closed Loop Cost,Avg Concentration Cb,Avg Boundary Violation Probability,Avg Time
50.0,cs1,0.12705882352941178,116.91736771183007,0.7457345640653595,0.012823236686274506,27.66030583980392
100.0,cs1,0.19403508771929823,118.36462803350878,1.0092448779649121,0.009853614577857895,29.631881119824563
