Serial No.,Date,Type,No Samples,Surrogate Nodes,CQR Nodes,CQR Alpha,Initial Condition,Optimizer Success,Closed Loop Cost,Boundary Violation,Iterations,MPC Horizon,MPC Input Cost,ICBMPC Tightner,ICBMPC Random Sampling,ICBMPC Confidence Cutoff,MPC Setpoint,ICBMPC Max Search,Time,LQR r,LQR q,MPC Robust Horizon
355,2025-07-24 20:24:15,cs5,500.0,5.0,20.0,0.05,True,False,[[107.44154538]],True,50,10,0.1,0.8,1.0,0.85,,10.0,11.487288236618042,,,
356,2025-07-24 20:24:47,cs1,500.0,5.0,20.0,0.05,True,False,[[28.60429271]],True,50,10,0.05,0.8,1.0,0.85,,10.0,31.445995807647705,10.0,1.0,
357,2025-07-24 20:24:49,cs2,500.0,20.0,,,True,True,[[-0.75499659]],True,50,10,0.05,,,,,,0.3388240337371826,,,
358,2025-07-24 20:24:52,cs3,500.0,5.0,20.0,0.05,True,False,[[77.38488824]],True,50,10,0.05,,,,,,17.608340978622437,,,5.0
359,2025-07-24 20:25:09,cs4,,,,,True,True,[[53.03413618]],True,50,10,0.05,,,,,,0.4311277866363525,,,
360,2025-07-24 20:25:19,cs5,500.0,5.0,20.0,0.05,True,False,[[38.64716512]],True,50,10,0.05,0.8,1.0,0.85,,10.0,9.649333000183104,,,
361,2025-07-24 20:25:55,cs1,500.0,5.0,20.0,0.05,True,False,[[1.50935882]],True,50,15,0.01,0.8,1.0,0.85,,10.0,35.18561100959778,10.0,1.0,
362,2025-07-24 20:25:57,cs2,500.0,20.0,,,True,True,[[-0.46439565]],True,50,15,0.01,,,,,,0.5526101589202881,,,
363,2025-07-24 20:26:01,cs3,500.0,5.0,20.0,0.05,True,False,[[18.04177476]],True,50,15,0.01,,,,,,53.57470798492432,,,5.0
364,2025-07-24 20:26:54,cs4,,,,,True,True,[[5.26517841]],True,50,15,0.01,,,,,,0.5918939113616943,,,
365,2025-07-24 20:27:09,cs5,500.0,5.0,20.0,0.05,True,False,[[0.82993316]],True,50,15,0.01,0.8,1.0,0.85,,10.0,13.854674100875854,,,
366,2025-07-24 20:27:41,cs1,500.0,5.0,20.0,0.05,True,False,[[49.65162424]],False,50,15,0.1,0.8,1.0,0.85,,10.0,32.33685088157654,10.0,1.0,
367,2025-07-24 20:27:43,cs2,500.0,20.0,,,True,False,[[-0.9625372]],True,50,15,0.1,,,,,,0.805145263671875,,,
368,2025-07-24 20:27:48,cs3,500.0,5.0,20.0,0.05,True,False,[[192.36272416]],True,50,15,0.1,,,,,,63.595041036605835,,,5.0
369,2025-07-24 20:28:51,cs4,,,,,True,True,[[42.24007065]],True,50,15,0.1,,,,,,0.7201128005981445,,,
370,2025-07-24 20:29:05,cs5,500.0,5.0,20.0,0.05,True,False,[[76.95464193]],True,50,15,0.1,0.8,1.0,0.85,,10.0,13.23387861251831,,,
371,2025-07-24 20:29:40,cs1,500.0,5.0,20.0,0.05,True,False,[[73.95777769]],True,50,15,0.05,0.8,1.0,0.85,,10.0,34.450047969818115,10.0,1.0,
372,2025-07-24 20:29:42,cs2,500.0,20.0,,,True,False,[[70.12610248]],True,50,15,0.05,,,,,,2.367204189300537,,,
373,2025-07-24 20:29:48,cs3,500.0,5.0,20.0,0.05,True,False,[[95.50032824]],True,50,15,0.05,,,,,,62.305596351623535,,,5.0
374,2025-07-24 20:30:50,cs4,,,,,True,True,[[26.86997691]],True,50,15,0.05,,,,,,0.7050590515136719,,,
375,2025-07-24 20:31:07,cs5,500.0,5.0,20.0,0.05,True,False,[[19.66703424]],True,50,15,0.05,0.8,1.0,0.85,,10.0,15.843338966369627,,,
376,2025-07-24 20:31:48,cs1,500.0,5.0,20.0,0.05,True,False,[[1.72850356]],True,50,20,0.01,0.8,1.0,0.85,,10.0,41.17364001274109,10.0,1.0,
377,2025-07-24 20:31:51,cs2,500.0,20.0,,,True,False,[[-0.90430238]],True,50,20,0.01,,,,,,1.2696218490600586,,,
378,2025-07-24 20:31:57,cs3,500.0,5.0,20.0,0.05,True,False,[[18.27467634]],True,50,20,0.01,,,,,,138.2054431438446,,,5.0
379,2025-07-24 20:34:15,cs4,,,,,True,True,[[0.09036176]],True,50,20,0.01,,,,,,1.0825347900390625,,,
380,2025-07-24 20:34:34,cs5,500.0,5.0,20.0,0.05,True,False,[[0.82170964]],True,50,20,0.01,0.8,1.0,0.85,,10.0,17.79806900024414,,,
381,2025-07-24 20:35:09,cs1,500.0,5.0,20.0,0.05,True,False,[[80.51757183]],True,50,20,0.1,0.8,1.0,0.85,,10.0,35.50823402404785,10.0,1.0,
382,2025-07-24 20:35:12,cs2,500.0,20.0,,,True,True,[[2.16638569]],True,50,20,0.1,,,,,,0.6431479454040527,,,
383,2025-07-24 20:35:17,cs3,500.0,5.0,20.0,0.05,True,False,[[191.15318738]],True,50,20,0.1,,,,,,124.0145332813263,,,5.0
384,2025-07-24 20:37:21,cs4,,,,,True,True,[[5.92294684]],False,50,20,0.1,,,,,,1.0736241340637207,,,
385,2025-07-24 20:37:39,cs5,500.0,5.0,20.0,0.05,True,False,[[72.13213208]],True,50,20,0.1,0.8,1.0,0.85,,10.0,16.007357120513916,,,
386,2025-07-24 20:38:17,cs1,500.0,5.0,20.0,0.05,True,False,[[39.53154125]],False,50,20,0.05,0.8,1.0,0.85,,10.0,38.10834884643555,10.0,1.0,
387,2025-07-24 20:38:19,cs2,500.0,20.0,,,True,False,[[-0.98368537]],True,50,20,0.05,,,,,,0.8168821334838867,,,
388,2025-07-24 20:38:25,cs3,500.0,5.0,20.0,0.05,True,False,[[94.68201572]],True,50,20,0.05,,,,,,115.30752682685852,,,5.0
389,2025-07-24 20:40:20,cs4,,,,,True,True,[[2.74589033]],False,50,20,0.05,,,,,,1.0619010925292969,,,
390,2025-07-24 20:40:39,cs5,500.0,5.0,20.0,0.05,True,False,[[23.66211962]],True,50,20,0.05,0.8,1.0,0.85,,10.0,17.82135009765625,,,
391,2025-07-24 20:41:11,cs1,500.0,5.0,20.0,0.05,True,False,[[11.23517365]],True,50,10,0.01,0.8,1.0,0.85,,10.0,31.658334970474243,10.0,1.0,
392,2025-07-24 20:41:13,cs2,500.0,20.0,,,True,True,[[-1.03987552]],True,50,10,0.01,,,,,,0.3936359882354736,,,
393,2025-07-24 20:41:20,cs3,500.0,5.0,20.0,0.05,True,False,[[14.85844507]],True,50,10,0.01,,,,,,66.37148189544678,,,7.0
394,2025-07-24 20:42:27,cs4,,,,,True,True,[[13.58945309]],True,50,10,0.01,,,,,,0.5418848991394043,,,
395,2025-07-24 20:42:39,cs5,500.0,5.0,20.0,0.05,True,False,[[0.75544062]],True,50,10,0.01,0.8,1.0,0.85,,10.0,11.762316942214966,,,
396,2025-07-24 20:43:08,cs1,500.0,5.0,20.0,0.05,True,False,[[85.35892209]],False,50,10,0.1,0.8,1.0,0.85,,10.0,29.313019037246704,10.0,1.0,
397,2025-07-24 20:43:11,cs2,500.0,20.0,,,True,False,[[-0.95933452]],True,50,10,0.1,,,,,,0.580207109451294,,,
398,2025-07-24 20:43:18,cs3,500.0,5.0,20.0,0.05,True,False,[[156.06274605]],True,50,10,0.1,,,,,,61.19195795059204,,,7.0
399,2025-07-24 20:44:20,cs4,,,,,True,True,[[68.43995295]],True,50,10,0.1,,,,,,0.4331090450286865,,,
400,2025-07-24 20:44:31,cs5,500.0,5.0,20.0,0.05,True,False,[[107.44154538]],True,50,10,0.1,0.8,1.0,0.85,,10.0,11.148094892501833,,,
401,2025-07-24 20:45:02,cs1,500.0,5.0,20.0,0.05,True,False,[[28.60429271]],True,50,10,0.05,0.8,1.0,0.85,,10.0,31.009165048599243,10.0,1.0,
402,2025-07-24 20:45:04,cs2,500.0,20.0,,,True,True,[[-0.97198777]],True,50,10,0.05,,,,,,0.3279597759246826,,,
403,2025-07-24 20:45:12,cs3,500.0,5.0,20.0,0.05,True,False,[[77.61759696]],True,50,10,0.05,,,,,,62.970813035964966,,,7.0
404,2025-07-24 20:46:15,cs4,,,,,True,True,[[53.03413618]],True,50,10,0.05,,,,,,0.4813120365142822,,,
405,2025-07-24 20:46:25,cs5,500.0,5.0,20.0,0.05,True,False,[[38.64716512]],True,50,10,0.05,0.8,1.0,0.85,,10.0,9.719909906387327,,,
406,2025-07-24 20:47:01,cs1,500.0,5.0,20.0,0.05,True,False,[[1.50935882]],True,50,15,0.01,0.8,1.0,0.85,,10.0,35.70122313499451,10.0,1.0,
407,2025-07-24 20:47:03,cs2,500.0,20.0,,,True,True,[[-0.96152505]],False,50,15,0.01,,,,,,0.6331868171691895,,,
408,2025-07-24 20:47:16,cs3,500.0,5.0,20.0,0.05,True,False,[[18.62535905]],True,50,15,0.01,,,,,,221.93384099006653,,,7.0
409,2025-07-24 20:50:58,cs4,,,,,True,True,[[5.26517841]],True,50,15,0.01,,,,,,0.7814750671386719,,,
410,2025-07-24 20:51:14,cs5,500.0,5.0,20.0,0.05,True,False,[[0.82993316]],True,50,15,0.01,0.8,1.0,0.85,,10.0,16.062988996505737,,,
411,2025-07-24 20:51:50,cs1,500.0,5.0,20.0,0.05,True,False,[[49.65162424]],False,50,15,0.1,0.8,1.0,0.85,,10.0,35.892783880233765,10.0,1.0,
412,2025-07-24 20:51:53,cs2,500.0,20.0,,,True,False,[[-0.97195374]],True,50,15,0.1,,,,,,0.8983311653137207,,,
413,2025-07-24 20:52:07,cs3,500.0,5.0,20.0,0.05,True,False,[[193.4928625]],True,50,15,0.1,,,,,,225.92945313453671,,,7.0
414,2025-07-24 20:55:53,cs4,,,,,True,True,[[42.24007065]],True,50,15,0.1,,,,,,0.6312887668609619,,,
415,2025-07-24 20:56:07,cs5,500.0,5.0,20.0,0.05,True,False,[[76.95464193]],True,50,15,0.1,0.8,1.0,0.85,,10.0,12.731421947479248,,,
416,2025-07-24 20:56:40,cs1,500.0,5.0,20.0,0.05,True,False,[[73.95777769]],True,50,15,0.05,0.8,1.0,0.85,,10.0,33.465625047683716,10.0,1.0,
417,2025-07-24 20:56:42,cs2,500.0,20.0,,,True,True,[[-0.99659792]],True,50,15,0.05,,,,,,0.6050970554351807,,,
418,2025-07-24 20:56:56,cs3,500.0,5.0,20.0,0.05,True,False,[[96.35059088]],True,50,15,0.05,,,,,,226.70188212394712,,,7.0
419,2025-07-24 21:00:43,cs4,,,,,True,True,[[26.86997691]],True,50,15,0.05,,,,,,0.8170020580291748,,,
420,2025-07-24 21:00:58,cs5,500.0,5.0,20.0,0.05,True,False,[[19.66703424]],True,50,15,0.05,0.8,1.0,0.85,,10.0,14.140420913696287,,,
421,2025-07-24 21:01:37,cs1,500.0,5.0,20.0,0.05,True,False,[[1.72850356]],True,50,20,0.01,0.8,1.0,0.85,,10.0,38.56420397758484,10.0,1.0,
422,2025-07-24 21:01:39,cs2,500.0,20.0,,,True,True,[[-0.93727776]],True,50,20,0.01,,,,,,0.6866497993469238,,,
423,2025-07-24 21:01:57,cs3,500.0,5.0,20.0,0.05,True,False,[[26.81256753]],True,50,20,0.01,,,,,,757.2166588306427,,,7.0
424,2025-07-24 21:14:35,cs4,,,,,True,True,[[0.09036176]],True,50,20,0.01,,,,,,1.159556865692139,,,
425,2025-07-24 21:14:53,cs5,500.0,5.0,20.0,0.05,True,False,[[0.82170964]],True,50,20,0.01,0.8,1.0,0.85,,10.0,17.307280778884888,,,
426,2025-07-24 21:15:29,cs1,500.0,5.0,20.0,0.05,True,False,[[80.51757183]],True,50,20,0.1,0.8,1.0,0.85,,10.0,35.970027923583984,10.0,1.0,
427,2025-07-24 21:15:32,cs2,500.0,20.0,,,True,False,[[-0.97196747]],True,50,20,0.1,,,,,,0.8394303321838379,,,
428,2025-07-24 21:15:52,cs3,500.0,5.0,20.0,0.05,True,False,[[265.83095119]],True,50,20,0.1,,,,,,823.7279438972473,,,7.0
429,2025-07-24 21:29:36,cs4,,,,,True,True,[[5.92294684]],False,50,20,0.1,,,,,,0.9048078060150146,,,
430,2025-07-24 21:29:51,cs5,500.0,5.0,20.0,0.05,True,False,[[72.13213208]],True,50,20,0.1,0.8,1.0,0.85,,10.0,14.759649753570557,,,
431,2025-07-24 21:30:32,cs1,500.0,5.0,20.0,0.05,True,False,[[39.53154125]],False,50,20,0.05,0.8,1.0,0.85,,10.0,40.40740418434143,10.0,1.0,
432,2025-07-24 21:30:35,cs2,500.0,20.0,,,True,True,[[-0.55058018]],False,50,20,0.05,,,,,,0.7587897777557373,,,
433,2025-07-24 21:30:55,cs3,500.0,5.0,20.0,0.05,True,False,[[132.08806086]],True,50,20,0.05,,,,,,752.4596993923187,,,7.0
434,2025-07-24 21:43:28,cs4,,,,,True,True,[[2.74589033]],False,50,20,0.05,,,,,,0.985184907913208,,,
435,2025-07-24 21:43:46,cs5,500.0,5.0,20.0,0.05,True,False,[[23.66211962]],True,50,20,0.05,0.8,1.0,0.85,,10.0,16.760558128356934,,,
436,2025-07-24 21:44:03,cs1,500.0,5.0,20.0,0.05,True,False,[[-0.17243764]],True,50,10,0.01,0.8,3.0,0.85,,3.0,17.06518006324768,10.0,1.0,
437,2025-07-24 21:44:06,cs2,500.0,20.0,,,True,True,[[-0.84048972]],True,50,10,0.01,,,,,,0.4254100322723388,,,
438,2025-07-24 21:44:10,cs3,500.0,5.0,20.0,0.05,True,False,[[14.7395151]],True,50,10,0.01,,,,,,5.54446005821228,,,3.0
439,2025-07-24 21:44:16,cs4,,,,,True,True,[[13.58945309]],True,50,10,0.01,,,,,,0.4319591522216797,,,
440,2025-07-24 21:44:23,cs5,500.0,5.0,20.0,0.05,True,False,[[-0.3874844]],True,50,10,0.01,0.8,3.0,0.85,,3.0,6.300404071807861,,,
441,2025-07-24 21:44:39,cs1,500.0,5.0,20.0,0.05,True,False,[[38.98401791]],True,50,10,0.1,0.8,3.0,0.85,,3.0,16.753807067871094,10.0,1.0,
442,2025-07-24 21:44:43,cs2,500.0,20.0,,,True,True,[[-0.15202288]],True,50,10,0.1,,,,,,0.449733018875122,,,
443,2025-07-24 21:44:44,cs3,500.0,5.0,20.0,0.05,True,False,[[154.03584459]],True,50,10,0.1,,,,,,5.518420934677124,,,3.0
444,2025-07-24 21:44:50,cs4,,,,,True,True,[[68.43995295]],True,50,10,0.1,,,,,,0.4973912239074707,,,
445,2025-07-24 21:44:57,cs5,500.0,5.0,20.0,0.05,True,False,[[25.63626695]],True,50,10,0.1,0.8,3.0,0.85,,3.0,6.552038192749023,,,
446,2025-07-24 21:45:13,cs1,500.0,5.0,20.0,0.05,True,False,[[5.40237147]],True,50,10,0.05,0.8,3.0,0.85,,3.0,16.73165488243103,10.0,1.0,
447,2025-07-24 21:45:17,cs2,500.0,20.0,,,True,False,[[-0.99948015]],True,50,10,0.05,,,,,,0.7229619026184082,,,
448,2025-07-24 21:45:18,cs3,500.0,5.0,20.0,0.05,True,False,[[76.6485099]],True,50,10,0.05,,,,,,5.751260757446289,,,3.0
449,2025-07-24 21:45:24,cs4,,,,,True,True,[[53.03413618]],True,50,10,0.05,,,,,,0.5145869255065918,,,
450,2025-07-24 21:45:32,cs5,500.0,5.0,20.0,0.05,True,False,[[2.48759743]],True,50,10,0.05,0.8,3.0,0.85,,3.0,7.081484794616699,,,
451,2025-07-24 21:45:52,cs1,500.0,5.0,20.0,0.05,True,False,[[-0.04060936]],True,50,15,0.01,0.8,3.0,0.85,,3.0,19.975284814834595,10.0,1.0,
452,2025-07-24 21:45:55,cs2,500.0,20.0,,,True,False,[[-1.04523003]],True,50,15,0.01,,,,,,1.0405030250549316,,,
453,2025-07-24 21:45:57,cs3,500.0,5.0,20.0,0.05,True,False,[[14.76225442]],True,50,15,0.01,,,,,,9.086353778839111,,,3.0
454,2025-07-24 21:46:06,cs4,,,,,True,True,[[5.26517841]],True,50,15,0.01,,,,,,0.5918951034545898,,,
455,2025-07-24 21:46:15,cs5,500.0,5.0,20.0,0.05,True,False,[[-0.3580839]],True,50,15,0.01,0.8,3.0,0.85,,3.0,8.230300903320312,,,
456,2025-07-24 21:46:34,cs1,500.0,5.0,20.0,0.05,True,False,[[21.53648422]],True,50,15,0.1,0.8,3.0,0.85,,3.0,18.5909960269928,10.0,1.0,
457,2025-07-24 21:46:37,cs2,500.0,20.0,,,True,True,[[-0.48310975]],True,50,15,0.1,,,,,,0.5401871204376221,,,
458,2025-07-24 21:46:38,cs3,500.0,5.0,20.0,0.05,True,False,[[155.00279123]],True,50,15,0.1,,,,,,8.988971948623657,,,3.0
459,2025-07-24 21:46:47,cs4,,,,,True,True,[[42.24007065]],True,50,15,0.1,,,,,,0.6425211429595947,,,
460,2025-07-24 21:46:55,cs5,500.0,5.0,20.0,0.05,True,False,[[5.63237596]],True,50,15,0.1,0.8,3.0,0.85,,3.0,7.3322789669036865,,,
461,2025-07-24 21:47:12,cs1,500.0,5.0,20.0,0.05,True,False,[[10.61404495]],True,50,15,0.05,0.8,3.0,0.85,,3.0,16.818020820617676,10.0,1.0,
462,2025-07-24 21:47:15,cs2,500.0,20.0,,,True,False,[[-0.99269853]],True,50,15,0.05,,,,,,0.9935591220855712,,,
463,2025-07-24 21:47:17,cs3,500.0,5.0,20.0,0.05,True,False,[[77.09201539]],True,50,15,0.05,,,,,,9.812372207641602,,,3.0
464,2025-07-24 21:47:27,cs4,,,,,True,True,[[26.86997691]],True,50,15,0.05,,,,,,0.6487810611724854,,,
465,2025-07-24 21:47:34,cs5,500.0,5.0,20.0,0.05,True,False,[[1.81467199]],True,50,15,0.05,0.8,3.0,0.85,,3.0,6.087176084518433,,,
466,2025-07-24 21:47:51,cs1,500.0,5.0,20.0,0.05,True,False,[[-0.07191892]],True,50,20,0.01,0.8,3.0,0.85,,3.0,16.73816990852356,10.0,1.0,
467,2025-07-24 21:47:53,cs2,500.0,20.0,,,True,True,[[-0.79297524]],True,50,20,0.01,,,,,,0.7761099338531494,,,
468,2025-07-24 21:47:56,cs3,500.0,5.0,20.0,0.05,True,False,[[14.7617558]],True,50,20,0.01,,,,,,16.872289180755615,,,3.0
469,2025-07-24 21:48:12,cs4,,,,,True,True,[[0.09036176]],True,50,20,0.01,,,,,,1.0156848430633545,,,
470,2025-07-24 21:48:21,cs5,500.0,5.0,20.0,0.05,True,False,[[-0.29865476]],True,50,20,0.01,0.8,3.0,0.85,,3.0,7.424356937408447,,,
471,2025-07-24 21:48:37,cs1,500.0,5.0,20.0,0.05,True,False,[[7.15468299]],True,50,20,0.1,0.8,3.0,0.85,,3.0,15.58585000038147,10.0,1.0,
472,2025-07-24 21:48:39,cs2,500.0,20.0,,,True,True,[[-0.97381466]],True,50,20,0.1,,,,,,0.632436990737915,,,
473,2025-07-24 21:48:41,cs3,500.0,5.0,20.0,0.05,True,False,[[154.87941143]],True,50,20,0.1,,,,,,15.59017014503479,,,3.0
474,2025-07-24 21:48:57,cs4,,,,,True,True,[[5.92294684]],False,50,20,0.1,,,,,,1.024841070175171,,,
475,2025-07-24 21:49:05,cs5,500.0,5.0,20.0,0.05,True,False,[[27.97172851]],True,50,20,0.1,0.8,3.0,0.85,,3.0,7.117130279541016,,,
476,2025-07-24 21:49:20,cs1,500.0,5.0,20.0,0.05,True,False,[[3.22013506]],True,50,20,0.05,0.8,3.0,0.85,,3.0,14.842671155929564,10.0,1.0,
477,2025-07-24 21:49:22,cs2,500.0,20.0,,,True,True,[[-0.36806645]],True,50,20,0.05,,,,,,0.658336877822876,,,
478,2025-07-24 21:49:24,cs3,500.0,5.0,20.0,0.05,True,False,[[77.0745134]],True,50,20,0.05,,,,,,15.512845039367676,,,3.0
479,2025-07-24 21:49:40,cs4,,,,,True,True,[[2.74589033]],False,50,20,0.05,,,,,,1.1059961318969729,,,
480,2025-07-24 21:49:49,cs5,500.0,5.0,20.0,0.05,True,False,[[1.7572837]],True,50,20,0.05,0.8,3.0,0.85,,3.0,7.485411167144775,,,
481,2025-07-24 21:50:01,cs1,500.0,5.0,20.0,0.05,True,False,[[-0.09564472]],True,50,10,0.01,0.8,3.0,0.85,,3.0,11.964698076248167,10.0,1.0,
482,2025-07-24 21:50:03,cs2,500.0,20.0,,,True,True,[[-1.04215698]],True,50,10,0.01,,,,,,0.3660497665405273,,,
483,2025-07-24 21:50:05,cs3,500.0,5.0,20.0,0.05,True,False,[[14.8417965]],True,50,10,0.01,,,,,,19.152104139328003,,,5.0
484,2025-07-24 21:50:25,cs4,,,,,True,True,[[13.58945309]],True,50,10,0.01,,,,,,0.4524960517883301,,,
485,2025-07-24 21:50:30,cs5,500.0,5.0,20.0,0.05,True,False,[[-0.3874844]],True,50,10,0.01,0.8,3.0,0.85,,3.0,4.617972135543823,,,
486,2025-07-24 21:50:42,cs1,500.0,5.0,20.0,0.05,True,False,[[38.98401791]],True,50,10,0.1,0.8,3.0,0.85,,3.0,12.027270793914797,10.0,1.0,
487,2025-07-24 21:50:44,cs2,500.0,20.0,,,True,False,[[97.90844088]],True,50,10,0.1,,,,,,0.4477372169494629,,,
488,2025-07-24 21:50:47,cs3,500.0,5.0,20.0,0.05,True,False,[[155.56328602]],True,50,10,0.1,,,,,,16.338643312454224,,,5.0
489,2025-07-24 21:51:03,cs4,,,,,True,True,[[68.43995295]],True,50,10,0.1,,,,,,0.4228878021240234,,,
490,2025-07-24 21:51:08,cs5,500.0,5.0,20.0,0.05,True,False,[[25.63626695]],True,50,10,0.1,0.8,3.0,0.85,,3.0,4.384294748306274,,,
491,2025-07-24 21:51:20,cs1,500.0,5.0,20.0,0.05,True,False,[[5.40237147]],True,50,10,0.05,0.8,3.0,0.85,,3.0,11.653017044067385,10.0,1.0,
492,2025-07-24 21:51:22,cs2,500.0,20.0,,,True,True,[[-0.3753719]],True,50,10,0.05,,,,,,0.3421339988708496,,,
493,2025-07-24 21:51:24,cs3,500.0,5.0,20.0,0.05,True,False,[[77.38488824]],True,50,10,0.05,,,,,,17.434600114822388,,,5.0
494,2025-07-24 21:51:42,cs4,,,,,True,True,[[53.03413618]],True,50,10,0.05,,,,,,0.4349098205566406,,,
495,2025-07-24 21:51:47,cs5,500.0,5.0,20.0,0.05,True,False,[[2.48759743]],True,50,10,0.05,0.8,3.0,0.85,,3.0,4.526207208633423,,,
496,2025-07-24 21:52:00,cs1,500.0,5.0,20.0,0.05,True,False,[[-0.04060936]],True,50,15,0.01,0.8,3.0,0.85,,3.0,13.131048917770386,10.0,1.0,
497,2025-07-24 21:52:03,cs2,500.0,20.0,,,True,False,[[1.16750596]],True,50,15,0.01,,,,,,0.5921051502227783,,,
498,2025-07-24 21:52:06,cs3,500.0,5.0,20.0,0.05,True,False,[[18.04177476]],True,50,15,0.01,,,,,,54.909250020980835,,,5.0
499,2025-07-24 21:53:01,cs4,,,,,True,True,[[5.26517841]],True,50,15,0.01,,,,,,0.6822490692138672,,,
500,2025-07-24 21:53:08,cs5,500.0,5.0,20.0,0.05,True,False,[[-0.3580839]],True,50,15,0.01,0.8,3.0,0.85,,3.0,6.064445734024048,,,
501,2025-07-24 21:53:22,cs1,500.0,5.0,20.0,0.05,True,False,[[21.53648422]],True,50,15,0.1,0.8,3.0,0.85,,3.0,13.592604160308838,10.0,1.0,
502,2025-07-24 21:53:24,cs2,500.0,20.0,,,True,False,[[-0.97600222]],True,50,15,0.1,,,,,,0.9204721450805664,,,
503,2025-07-24 21:53:29,cs3,500.0,5.0,20.0,0.05,True,False,[[192.36272416]],True,50,15,0.1,,,,,,63.441352128982544,,,5.0
504,2025-07-24 21:54:32,cs4,,,,,True,True,[[42.24007065]],True,50,15,0.1,,,,,,0.7005782127380371,,,
505,2025-07-24 21:54:39,cs5,500.0,5.0,20.0,0.05,True,False,[[5.63237596]],True,50,15,0.1,0.8,3.0,0.85,,3.0,6.191870927810669,,,
506,2025-07-24 21:54:52,cs1,500.0,5.0,20.0,0.05,True,False,[[10.61404495]],True,50,15,0.05,0.8,3.0,0.85,,3.0,13.271929740905762,10.0,1.0,
507,2025-07-24 21:54:55,cs2,500.0,20.0,,,True,False,[[-1.00163052]],True,50,15,0.05,,,,,,0.8378818035125732,,,
508,2025-07-24 21:54:59,cs3,500.0,5.0,20.0,0.05,True,False,[[95.50032824]],True,50,15,0.05,,,,,,60.770565032958984,,,5.0
509,2025-07-24 21:56:00,cs4,,,,,True,True,[[26.86997691]],True,50,15,0.05,,,,,,0.5576679706573486,,,
510,2025-07-24 21:56:07,cs5,500.0,5.0,20.0,0.05,True,False,[[1.81467199]],True,50,15,0.05,0.8,3.0,0.85,,3.0,5.750996112823486,,,
511,2025-07-24 21:56:22,cs1,500.0,5.0,20.0,0.05,True,False,[[-0.07191892]],True,50,20,0.01,0.8,3.0,0.85,,3.0,15.473489999771118,10.0,1.0,
512,2025-07-24 21:56:24,cs2,500.0,20.0,,,True,False,[[-1.0448501]],True,50,20,0.01,,,,,,1.4739320278167725,,,
513,2025-07-24 21:56:31,cs3,500.0,5.0,20.0,0.05,True,False,[[18.27467634]],True,50,20,0.01,,,,,,137.75449967384338,,,5.0
514,2025-07-24 21:58:49,cs4,,,,,True,True,[[0.09036176]],True,50,20,0.01,,,,,,1.0652050971984863,,,
515,2025-07-24 21:58:57,cs5,500.0,5.0,20.0,0.05,True,False,[[-0.29865476]],True,50,20,0.01,0.8,3.0,0.85,,3.0,7.03029990196228,,,
516,2025-07-24 21:59:12,cs1,500.0,5.0,20.0,0.05,True,False,[[7.15468299]],True,50,20,0.1,0.8,3.0,0.85,,3.0,14.776141166687012,10.0,1.0,
517,2025-07-24 21:59:14,cs2,500.0,20.0,,,True,True,[[-0.95777946]],True,50,20,0.1,,,,,,0.5338859558105469,,,
518,2025-07-24 21:59:20,cs3,500.0,5.0,20.0,0.05,True,False,[[191.15318738]],True,50,20,0.1,,,,,,124.53026485443117,,,5.0
519,2025-07-24 22:01:24,cs4,,,,,True,True,[[5.92294684]],False,50,20,0.1,,,,,,1.0615689754486084,,,
520,2025-07-24 22:01:32,cs5,500.0,5.0,20.0,0.05,True,False,[[27.97172851]],True,50,20,0.1,0.8,3.0,0.85,,3.0,7.090635061264038,,,
521,2025-07-24 22:01:47,cs1,500.0,5.0,20.0,0.05,True,False,[[3.22013506]],True,50,20,0.05,0.8,3.0,0.85,,3.0,14.728168964385986,10.0,1.0,
522,2025-07-24 22:01:50,cs2,500.0,20.0,,,True,False,[[-1.0065224]],True,50,20,0.05,,,,,,0.882206916809082,,,
523,2025-07-24 22:01:56,cs3,500.0,5.0,20.0,0.05,True,False,[[94.68201572]],True,50,20,0.05,,,,,,115.50048732757568,,,5.0
524,2025-07-24 22:03:51,cs4,,,,,True,True,[[2.74589033]],False,50,20,0.05,,,,,,1.0972039699554443,,,
525,2025-07-24 22:03:59,cs5,500.0,5.0,20.0,0.05,True,False,[[1.7572837]],True,50,20,0.05,0.8,3.0,0.85,,3.0,7.118429183959961,,,
526,2025-07-24 22:04:11,cs1,500.0,5.0,20.0,0.05,True,False,[[-0.09564472]],True,50,10,0.01,0.8,3.0,0.85,,3.0,11.750301837921144,10.0,1.0,
527,2025-07-24 22:04:14,cs2,500.0,20.0,,,True,False,[[-1.04508243]],True,50,10,0.01,,,,,,0.7804479598999023,,,
528,2025-07-24 22:04:21,cs3,500.0,5.0,20.0,0.05,True,False,[[14.85844507]],True,50,10,0.01,,,,,,65.32350707054138,,,7.0
529,2025-07-24 22:05:27,cs4,,,,,True,True,[[13.58945309]],True,50,10,0.01,,,,,,0.3999521732330322,,,
530,2025-07-24 22:05:32,cs5,500.0,5.0,20.0,0.05,True,False,[[-0.3874844]],True,50,10,0.01,0.8,3.0,0.85,,3.0,4.263351202011108,,,
531,2025-07-24 22:05:43,cs1,500.0,5.0,20.0,0.05,True,False,[[38.98401791]],True,50,10,0.1,0.8,3.0,0.85,,3.0,11.637419939041138,10.0,1.0,
