Serial No.,Date,Type,No Samples,Surrogate Nodes,CQR Nodes,CQR Alpha,Initial Condition,Optimizer Success,Closed Loop Cost,Boundary Violation,Iterations,MPC Horizon,MPC Input Cost,ICBMPC Tightner,ICBMPC Random Sampling,ICBMPC Confidence Cutoff,MPC Setpoint,ICBMPC Max Search,Time,LQR r,LQR q,MPC Robust Horizon
1071,2025-07-26 19:15:07,cs1,2000.0,5.0,20.0,0.05,True,True,[[-1.2359992]],True,50,10,0.05,1.0,1.0,0.8,,10.0,47.01564311981201,50.0,1.0,
1072,2025-07-26 19:15:16,cs2,2000.0,20.0,,,True,False,[[-1.24694027]],True,50,10,0.05,,,,,,0.8181219100952148,,,
1073,2025-07-26 19:15:19,cs3,2000.0,5.0,20.0,0.05,True,False,[[5.37955241]],True,50,10,0.05,,,,,,39.28991484642029,,,5.0
1074,2025-07-26 19:15:58,cs4,,,,,True,False,[[205.59729646]],True,50,10,0.05,,,,,,1.085906982421875,,,
1075,2025-07-26 19:16:12,cs5,2000.0,5.0,20.0,0.05,True,True,[[-1.23627109]],True,50,10,0.05,1.0,1.0,0.8,,10.0,13.161967039108276,,,
1076,2025-07-26 19:16:56,cs1,2000.0,5.0,20.0,0.05,True,True,[[-1.23853752]],True,50,10,0.1,1.0,1.0,0.8,,10.0,44.05981397628784,50.0,1.0,
1077,2025-07-26 19:17:05,cs2,2000.0,20.0,,,True,False,[[-1.24444027]],True,50,10,0.1,,,,,,1.020863056182861,,,
1078,2025-07-26 19:17:08,cs3,2000.0,5.0,20.0,0.05,True,True,[[12.67433608]],True,50,10,0.1,,,,,,10.767363786697388,,,5.0
1079,2025-07-26 19:17:19,cs4,,,,,True,False,[[311.8367293]],True,50,10,0.1,,,,,,1.154523849487305,,,
1080,2025-07-26 19:17:34,cs5,2000.0,5.0,20.0,0.05,True,True,[[-1.2388668]],True,50,10,0.1,1.0,1.0,0.8,,10.0,13.845041990280151,,,
1081,2025-07-26 19:18:21,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.88834603]],True,50,15,0.01,1.0,1.0,0.8,,10.0,47.28486394882202,50.0,1.0,
1082,2025-07-26 19:18:30,cs2,2000.0,20.0,,,True,False,[[-1.24894027]],True,50,15,0.01,,,,,,1.8489158153533936,,,
1083,2025-07-26 19:18:35,cs3,2000.0,5.0,20.0,0.05,True,False,[[0.43829592]],True,50,15,0.01,,,,,,99.56327414512634,,,5.0
1084,2025-07-26 19:20:15,cs4,,,,,True,False,[[30.91015465]],True,50,15,0.01,,,,,,1.874490737915039,,,
1085,2025-07-26 19:20:34,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.89644785]],True,50,15,0.01,1.0,1.0,0.8,,10.0,16.998424768447876,,,
1086,2025-07-26 19:21:22,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.51642923]],True,50,15,0.05,1.0,1.0,0.8,,10.0,48.19908618927002,50.0,1.0,
1087,2025-07-26 19:21:30,cs2,2000.0,20.0,,,True,False,[[-1.24694026]],True,50,15,0.05,,,,,,1.4844720363616943,,,
1088,2025-07-26 19:21:35,cs3,2000.0,5.0,20.0,0.05,True,False,[[5.18698916]],True,50,15,0.05,,,,,,165.45973324775696,,,5.0
1089,2025-07-26 19:24:21,cs4,,,,,True,False,[[159.52349671]],True,50,15,0.05,,,,,,1.8198282718658447,,,
1090,2025-07-26 19:24:39,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.5074363]],True,50,15,0.05,1.0,1.0,0.8,,10.0,16.660972833633423,,,
1091,2025-07-26 19:25:27,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.08559761]],True,50,15,0.1,1.0,1.0,0.8,,10.0,47.22922611236572,50.0,1.0,
1092,2025-07-26 19:25:35,cs2,2000.0,20.0,,,True,False,[[-1.24444027]],True,50,15,0.1,,,,,,3.425877094268799,,,
1093,2025-07-26 19:25:42,cs3,2000.0,5.0,20.0,0.05,True,False,[[14.70374213]],True,50,15,0.1,,,,,,70.22761607170105,,,5.0
1094,2025-07-26 19:26:52,cs4,,,,,True,False,[[320.28951923]],True,50,15,0.1,,,,,,2.017277240753174,,,
1095,2025-07-26 19:27:11,cs5,2000.0,5.0,20.0,0.05,True,True,[[0.01952592]],True,50,15,0.1,1.0,1.0,0.8,,10.0,16.262912034988403,,,
1096,2025-07-26 19:28:01,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.85670118]],True,50,20,0.01,1.0,1.0,0.8,,10.0,49.809226989746094,50.0,1.0,
1097,2025-07-26 19:28:09,cs2,2000.0,20.0,,,True,False,[[-1.24893972]],True,50,20,0.01,,,,,,1.5786550045013428,,,
1098,2025-07-26 19:28:15,cs3,2000.0,5.0,20.0,0.05,True,False,[[0.01742676]],True,50,20,0.01,,,,,,347.702339887619,,,5.0
1099,2025-07-26 19:34:03,cs4,,,,,True,False,[[12.78192225]],True,50,20,0.01,,,,,,2.4549639225006104,,,
1100,2025-07-26 19:34:26,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.84979559]],True,50,20,0.01,1.0,1.0,0.8,,10.0,20.537179231643677,,,
1101,2025-07-26 19:35:19,cs1,2000.0,5.0,20.0,0.05,True,True,[[0.01234076]],True,50,20,0.05,1.0,1.0,0.8,,10.0,52.499736070632935,50.0,1.0,
1102,2025-07-26 19:35:27,cs2,2000.0,20.0,,,True,False,[[71.1681455]],True,50,20,0.05,,,,,,1.5786890983581543,,,
1103,2025-07-26 19:35:34,cs3,2000.0,5.0,20.0,0.05,True,False,[[3.9431209]],True,50,20,0.05,,,,,,250.77805304527283,,,5.0
1104,2025-07-26 19:39:45,cs4,,,,,True,False,[[146.38783063]],True,50,20,0.05,,,,,,2.6653928756713867,,,
1105,2025-07-26 19:40:09,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.20382822]],True,50,20,0.05,1.0,1.0,0.8,,10.0,21.501050233840942,,,
1106,2025-07-26 19:41:04,cs1,2000.0,5.0,20.0,0.05,True,True,[[0.51735274]],True,50,20,0.1,1.0,1.0,0.8,,10.0,55.229775190353394,50.0,1.0,
1107,2025-07-26 19:41:12,cs2,2000.0,20.0,,,True,False,[[-1.24444026]],True,50,20,0.1,,,,,,4.080803871154785,,,
1108,2025-07-26 19:41:22,cs3,2000.0,5.0,20.0,0.05,True,False,[[11.6201067]],True,50,20,0.1,,,,,,245.7519967556,,,5.0
1109,2025-07-26 19:45:27,cs4,,,,,True,False,[[138.93435254]],True,50,20,0.1,,,,,,2.6859209537506104,,,
1110,2025-07-26 19:45:51,cs5,2000.0,5.0,20.0,0.05,True,True,[[0.33121243]],True,50,20,0.1,1.0,1.0,0.8,,10.0,21.35100817680359,,,
1111,2025-07-26 19:46:07,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.98911903]],True,50,10,0.01,1.0,3.0,0.8,,3.0,15.615336179733276,50.0,1.0,
1112,2025-07-26 19:46:15,cs2,2000.0,20.0,,,True,False,[[27.81612843]],True,50,10,0.01,,,,,,1.383617877960205,,,
1113,2025-07-26 19:46:18,cs3,2000.0,5.0,20.0,0.05,True,True,[[-0.17212559]],True,50,10,0.01,,,,,,6.768150091171265,,,3.0
1114,2025-07-26 19:46:25,cs4,,,,,True,False,[[39.03504011]],True,50,10,0.01,,,,,,1.7006521224975586,,,
1115,2025-07-26 19:46:33,cs5,2000.0,5.0,20.0,0.05,True,True,[[-1.00350037]],True,50,10,0.01,1.0,3.0,0.8,,3.0,7.204486846923828,,,
1116,2025-07-26 19:46:50,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.71441984]],False,50,10,0.05,1.0,3.0,0.8,,3.0,16.795812129974365,50.0,1.0,
1117,2025-07-26 19:46:58,cs2,2000.0,20.0,,,True,False,[[143.45882452]],True,50,10,0.05,,,,,,1.422563076019287,,,
1118,2025-07-26 19:47:00,cs3,2000.0,5.0,20.0,0.05,True,True,[[3.3975178]],True,50,10,0.05,,,,,,5.802632808685303,,,3.0
1119,2025-07-26 19:47:06,cs4,,,,,True,True,[[35.46658246]],True,50,10,0.05,,,,,,0.5843210220336914,,,
1120,2025-07-26 19:47:14,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.71330735]],False,50,10,0.05,1.0,3.0,0.8,,3.0,7.392182111740112,,,
1121,2025-07-26 19:47:31,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.69194439]],False,50,10,0.1,1.0,3.0,0.8,,3.0,16.961663961410522,50.0,1.0,
1122,2025-07-26 19:47:39,cs2,2000.0,20.0,,,True,False,[[288.35038086]],True,50,10,0.1,,,,,,0.878878116607666,,,
1123,2025-07-26 19:47:41,cs3,2000.0,5.0,20.0,0.05,True,True,[[7.84018996]],True,50,10,0.1,,,,,,3.0662930011749268,,,3.0
1124,2025-07-26 19:47:44,cs4,,,,,True,True,[[71.79683647]],True,50,10,0.1,,,,,,0.587266206741333,,,
1125,2025-07-26 19:47:52,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.69144096]],True,50,10,0.1,1.0,3.0,0.8,,3.0,7.343247175216675,,,
1126,2025-07-26 19:48:09,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.99130203]],True,50,15,0.01,1.0,3.0,0.8,,3.0,17.529021978378296,50.0,1.0,
1127,2025-07-26 19:48:17,cs2,2000.0,20.0,,,True,False,[[27.9924256]],True,50,15,0.01,,,,,,1.1734981536865234,,,
1128,2025-07-26 19:48:19,cs3,2000.0,5.0,20.0,0.05,True,True,[[-0.14880938]],True,50,15,0.01,,,,,,7.742360830307007,,,3.0
1129,2025-07-26 19:48:27,cs4,,,,,True,True,[[7.45167527]],True,50,15,0.01,,,,,,0.6441938877105713,,,
1130,2025-07-26 19:48:36,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.99474494]],True,50,15,0.01,1.0,3.0,0.8,,3.0,8.258680820465088,,,
1131,2025-07-26 19:48:54,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.63893504]],True,50,15,0.05,1.0,3.0,0.8,,3.0,17.264407873153687,50.0,1.0,
1132,2025-07-26 19:49:02,cs2,2000.0,20.0,,,True,False,[[156.25005496]],True,50,15,0.05,,,,,,1.3023381233215332,,,
1133,2025-07-26 19:49:04,cs3,2000.0,5.0,20.0,0.05,True,True,[[3.44364307]],True,50,15,0.05,,,,,,17.831045150756836,,,3.0
1134,2025-07-26 19:49:22,cs4,,,,,True,True,[[36.23633139]],True,50,15,0.05,,,,,,0.7572512626647949,,,
1135,2025-07-26 19:49:31,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.7527447]],True,50,15,0.05,1.0,3.0,0.8,,3.0,8.497772932052612,,,
1136,2025-07-26 19:49:49,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.11599453]],True,50,15,0.1,1.0,3.0,0.8,,3.0,17.34004306793213,50.0,1.0,
1137,2025-07-26 19:49:57,cs2,2000.0,20.0,,,True,False,[[289.32455196]],True,50,15,0.1,,,,,,2.069661855697632,,,
1138,2025-07-26 19:50:00,cs3,2000.0,5.0,20.0,0.05,True,True,[[7.9352629]],True,50,15,0.1,,,,,,18.045602083206177,,,3.0
1139,2025-07-26 19:50:18,cs4,,,,,True,True,[[134.84066113]],True,50,15,0.1,,,,,,0.6584517955780029,,,
1140,2025-07-26 19:50:27,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.22904365]],True,50,15,0.1,1.0,3.0,0.8,,3.0,8.270066022872925,,,
1141,2025-07-26 19:50:46,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.94400207]],True,50,20,0.01,1.0,3.0,0.8,,3.0,19.107573986053467,50.0,1.0,
1142,2025-07-26 19:50:54,cs2,2000.0,20.0,,,True,False,[[34.25473339]],True,50,20,0.01,,,,,,3.0568718910217285,,,
1143,2025-07-26 19:50:58,cs3,2000.0,5.0,20.0,0.05,True,False,[[-0.19336123]],True,50,20,0.01,,,,,,41.786001205444336,,,3.0
1144,2025-07-26 19:51:40,cs4,,,,,True,True,[[85.4470726]],True,50,20,0.01,,,,,,0.90317702293396,,,
1145,2025-07-26 19:51:51,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.9451412]],True,50,20,0.01,1.0,3.0,0.8,,3.0,9.325544118881226,,,
1146,2025-07-26 19:52:09,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.69510722]],True,50,20,0.05,1.0,3.0,0.8,,3.0,18.387075185775757,50.0,1.0,
1147,2025-07-26 19:52:17,cs2,2000.0,20.0,,,True,False,[[952.18197957]],True,50,20,0.05,,,,,,4.449311971664429,,,
1148,2025-07-26 19:52:23,cs3,2000.0,5.0,20.0,0.05,True,False,[[3.00925006]],True,50,20,0.05,,,,,,35.90481090545654,,,3.0
1149,2025-07-26 19:52:59,cs4,,,,,True,True,[[268.6434113]],True,50,20,0.05,,,,,,0.9888918399810792,,,
1150,2025-07-26 19:53:10,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.8188806]],True,50,20,0.05,1.0,3.0,0.8,,3.0,9.896440029144289,,,
1151,2025-07-26 19:53:29,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.3081672]],True,50,20,0.1,1.0,3.0,0.8,,3.0,18.86345076560974,50.0,1.0,
1152,2025-07-26 19:53:37,cs2,2000.0,20.0,,,True,False,[[-0.90664907]],True,50,20,0.1,,,,,,1.8788092136383057,,,
1153,2025-07-26 19:53:40,cs3,2000.0,5.0,20.0,0.05,True,False,[[7.04386873]],True,50,20,0.1,,,,,,38.67372393608093,,,3.0
1154,2025-07-26 19:54:19,cs4,,,,,True,True,[[238.72998866]],True,50,20,0.1,,,,,,1.0308887958526611,,,
1155,2025-07-26 19:54:30,cs5,2000.0,5.0,20.0,0.05,True,True,[[0.28040712]],True,50,20,0.1,1.0,3.0,0.8,,3.0,9.944229125976562,,,
1156,2025-07-26 19:54:45,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.97325556]],True,50,10,0.01,1.0,3.0,0.8,,3.0,15.741620063781738,50.0,1.0,
1157,2025-07-26 19:54:53,cs2,2000.0,20.0,,,True,False,[[28.66858292]],True,50,10,0.01,,,,,,0.823397159576416,,,
1158,2025-07-26 19:54:56,cs3,2000.0,5.0,20.0,0.05,True,False,[[0.2573865]],True,50,10,0.01,,,,,,39.11112880706787,,,5.0
1159,2025-07-26 19:55:35,cs4,,,,,True,True,[[6.28118353]],True,50,10,0.01,,,,,,0.5051918029785156,,,
1160,2025-07-26 19:55:43,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.98613779]],True,50,10,0.01,1.0,3.0,0.8,,3.0,6.720395088195801,,,
1161,2025-07-26 19:55:59,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.71441984]],False,50,10,0.05,1.0,3.0,0.8,,3.0,16.497084856033325,50.0,1.0,
1162,2025-07-26 19:56:07,cs2,2000.0,20.0,,,True,False,[[143.74423706]],True,50,10,0.05,,,,,,0.9571878910064696,,,
1163,2025-07-26 19:56:10,cs3,2000.0,5.0,20.0,0.05,True,False,[[5.17722618]],True,50,10,0.05,,,,,,38.84604215621948,,,5.0
1164,2025-07-26 19:56:49,cs4,,,,,True,True,[[35.46658246]],True,50,10,0.05,,,,,,0.6225748062133789,,,
1165,2025-07-26 19:56:57,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.71330735]],False,50,10,0.05,1.0,3.0,0.8,,3.0,7.309627056121826,,,
1166,2025-07-26 19:57:14,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.69194439]],False,50,10,0.1,1.0,3.0,0.8,,3.0,16.948746919631958,50.0,1.0,
1167,2025-07-26 19:57:23,cs2,2000.0,20.0,,,True,False,[[445.82045611]],True,50,10,0.1,,,,,,1.14090895652771,,,
1168,2025-07-26 19:57:27,cs3,2000.0,5.0,20.0,0.05,True,True,[[12.56401262]],True,50,10,0.1,,,,,,9.751458883285522,,,5.0
1169,2025-07-26 19:57:36,cs4,,,,,True,True,[[71.79683647]],True,50,10,0.1,,,,,,0.4789698123931885,,,
1170,2025-07-26 19:57:44,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.69144096]],True,50,10,0.1,1.0,3.0,0.8,,3.0,7.119369029998779,,,
1171,2025-07-26 19:58:02,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.99130203]],True,50,15,0.01,1.0,3.0,0.8,,3.0,17.429763793945312,50.0,1.0,
1172,2025-07-26 19:58:10,cs2,2000.0,20.0,,,True,False,[[21.62460456]],True,50,15,0.01,,,,,,3.0888419151306152,,,
1173,2025-07-26 19:58:16,cs3,2000.0,5.0,20.0,0.05,True,False,[[0.5266111]],True,50,15,0.01,,,,,,71.55920600891113,,,5.0
1174,2025-07-26 19:59:28,cs4,,,,,True,True,[[7.45167527]],True,50,15,0.01,,,,,,0.8172199726104736,,,
1175,2025-07-26 19:59:37,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.99474494]],True,50,15,0.01,1.0,3.0,0.8,,3.0,8.667611837387085,,,
1176,2025-07-26 19:59:55,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.63893504]],True,50,15,0.05,1.0,3.0,0.8,,3.0,17.494022846221924,50.0,1.0,
1177,2025-07-26 20:00:03,cs2,2000.0,20.0,,,True,False,[[143.42203247]],True,50,15,0.05,,,,,,1.2151310443878174,,,
1178,2025-07-26 20:00:08,cs3,2000.0,5.0,20.0,0.05,True,True,[[7.09729992]],True,50,15,0.05,,,,,,50.09448981285095,,,5.0
1179,2025-07-26 20:00:58,cs4,,,,,True,True,[[36.23633139]],True,50,15,0.05,,,,,,0.7826800346374512,,,
1180,2025-07-26 20:01:07,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.7527447]],True,50,15,0.05,1.0,3.0,0.8,,3.0,8.276910066604614,,,
1181,2025-07-26 20:01:24,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.11599453]],True,50,15,0.1,1.0,3.0,0.8,,3.0,16.90901803970337,50.0,1.0,
1182,2025-07-26 20:01:32,cs2,2000.0,20.0,,,True,False,[[143.60222563]],True,50,15,0.1,,,,,,1.0566368103027344,,,
1183,2025-07-26 20:01:37,cs3,2000.0,5.0,20.0,0.05,True,True,[[15.24320676]],True,50,15,0.1,,,,,,30.531182765960693,,,5.0
1184,2025-07-26 20:02:07,cs4,,,,,True,True,[[134.84066113]],True,50,15,0.1,,,,,,0.7355892658233643,,,
1185,2025-07-26 20:02:16,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.22904365]],True,50,15,0.1,1.0,3.0,0.8,,3.0,8.31601095199585,,,
1186,2025-07-26 20:02:35,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.94400207]],True,50,20,0.01,1.0,3.0,0.8,,3.0,18.29951214790344,50.0,1.0,
1187,2025-07-26 20:02:43,cs2,2000.0,20.0,,,True,False,[[13.52549059]],True,50,20,0.01,,,,,,1.1681969165802002,,,
1188,2025-07-26 20:02:49,cs3,2000.0,5.0,20.0,0.05,True,False,[[0.26793825]],True,50,20,0.01,,,,,,227.44914031028748,,,5.0
1189,2025-07-26 20:06:36,cs4,,,,,True,True,[[85.4470726]],True,50,20,0.01,,,,,,0.9699537754058838,,,
1190,2025-07-26 20:06:47,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.9451412]],True,50,20,0.01,1.0,3.0,0.8,,3.0,9.469151973724363,,,
1191,2025-07-26 20:07:05,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.69510722]],True,50,20,0.05,1.0,3.0,0.8,,3.0,18.41107201576233,50.0,1.0,
1192,2025-07-26 20:07:13,cs2,2000.0,20.0,,,True,False,[[145.3023589]],True,50,20,0.05,,,,,,2.318613052368164,,,
1193,2025-07-26 20:07:21,cs3,2000.0,5.0,20.0,0.05,True,False,[[5.32894407]],True,50,20,0.05,,,,,,222.53409624099731,,,5.0
1194,2025-07-26 20:11:03,cs4,,,,,True,True,[[268.6434113]],True,50,20,0.05,,,,,,0.8652312755584717,,,
1195,2025-07-26 20:11:13,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.8188806]],True,50,20,0.05,1.0,3.0,0.8,,3.0,9.134857177734377,,,
1196,2025-07-26 20:11:32,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.3081672]],True,50,20,0.1,1.0,3.0,0.8,,3.0,18.26768803596497,50.0,1.0,
1197,2025-07-26 20:11:39,cs2,2000.0,20.0,,,True,False,[[288.18520878]],True,50,20,0.1,,,,,,3.9051520824432377,,,
1198,2025-07-26 20:11:48,cs3,2000.0,5.0,20.0,0.05,True,False,[[12.19631185]],True,50,20,0.1,,,,,,222.0258469581604,,,5.0
1199,2025-07-26 20:15:30,cs4,,,,,True,True,[[238.72998866]],True,50,20,0.1,,,,,,0.8732149600982666,,,
1200,2025-07-26 20:15:40,cs5,2000.0,5.0,20.0,0.05,True,True,[[0.28040712]],True,50,20,0.1,1.0,3.0,0.8,,3.0,9.021930932998655,,,
1201,2025-07-26 20:16:05,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.86665844]],True,50,10,0.01,1.0,3.0,0.8,,5.0,24.422024965286255,50.0,1.0,
1202,2025-07-26 20:16:13,cs2,2000.0,20.0,,,True,False,[[27.34131854]],True,50,10,0.01,,,,,,0.7606048583984375,,,
1203,2025-07-26 20:16:15,cs3,2000.0,5.0,20.0,0.05,True,True,[[-0.15663513]],True,50,10,0.01,,,,,,7.9066321849823,,,3.0
1204,2025-07-26 20:16:23,cs4,,,,,True,True,[[6.28118353]],True,50,10,0.01,,,,,,0.4944932460784912,,,
1205,2025-07-26 20:16:35,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.90448298]],True,50,10,0.01,1.0,3.0,0.8,,5.0,11.266032934188845,,,
1206,2025-07-26 20:17:02,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.85519425]],False,50,10,0.05,1.0,3.0,0.8,,5.0,27.526521921157837,50.0,1.0,
1207,2025-07-26 20:17:11,cs2,2000.0,20.0,,,True,False,[[0.67491476]],True,50,10,0.05,,,,,,1.0721452236175537,,,
1208,2025-07-26 20:17:12,cs3,2000.0,5.0,20.0,0.05,True,True,[[3.41523758]],True,50,10,0.05,,,,,,3.5645430088043213,,,3.0
1209,2025-07-26 20:17:16,cs4,,,,,True,True,[[146.75508024]],True,50,10,0.05,,,,,,0.5504622459411621,,,
1210,2025-07-26 20:17:29,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.85510051]],False,50,10,0.05,1.0,3.0,0.8,,5.0,12.1264009475708,,,
1211,2025-07-26 20:17:57,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.84534909]],False,50,10,0.1,1.0,3.0,0.8,,5.0,28.30104088783264,50.0,1.0,
1212,2025-07-26 20:18:05,cs2,2000.0,20.0,,,True,False,[[421.27558049]],True,50,10,0.1,,,,,,0.9422760009765624,,,
1213,2025-07-26 20:18:07,cs3,2000.0,5.0,20.0,0.05,True,True,[[7.86664997]],True,50,10,0.1,,,,,,3.558164119720459,,,3.0
1214,2025-07-26 20:18:10,cs4,,,,,True,True,[[291.27557759]],True,50,10,0.1,,,,,,0.560492992401123,,,
1215,2025-07-26 20:18:23,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.84543477]],False,50,10,0.1,1.0,3.0,0.8,,5.0,11.692282915115356,,,
1216,2025-07-26 20:18:51,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.94565476]],True,50,15,0.01,1.0,3.0,0.8,,5.0,28.272608995437626,50.0,1.0,
1217,2025-07-26 20:18:59,cs2,2000.0,20.0,,,True,False,[[30.84621003]],True,50,15,0.01,,,,,,2.9166829586029053,,,
1218,2025-07-26 20:19:03,cs3,2000.0,5.0,20.0,0.05,True,True,[[-0.13821858]],True,50,15,0.01,,,,,,14.162288188934326,,,3.0
1219,2025-07-26 20:19:17,cs4,,,,,True,True,[[42.47231014]],True,50,15,0.01,,,,,,0.7390110492706299,,,
1220,2025-07-26 20:19:32,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.95259027]],True,50,15,0.01,1.0,3.0,0.8,,5.0,13.470912218093872,,,
1221,2025-07-26 20:20:00,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.1344766]],True,50,15,0.05,1.0,3.0,0.8,,5.0,28.521005868911743,50.0,1.0,
1222,2025-07-26 20:20:08,cs2,2000.0,20.0,,,True,False,[[70.4978824]],True,50,15,0.05,,,,,,1.3616561889648438,,,
1223,2025-07-26 20:20:11,cs3,2000.0,5.0,20.0,0.05,True,True,[[3.46106627]],True,50,15,0.05,,,,,,14.739587783813477,,,3.0
1224,2025-07-26 20:20:25,cs4,,,,,True,True,[[214.93222245]],True,50,15,0.05,,,,,,0.7918400764465332,,,
1225,2025-07-26 20:20:40,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.35035962]],True,50,15,0.05,1.0,3.0,0.8,,5.0,13.337936878204346,,,
1226,2025-07-26 20:21:08,cs1,2000.0,5.0,20.0,0.05,True,True,[[0.89647808]],True,50,15,0.1,1.0,3.0,0.8,,5.0,28.20380902290344,50.0,1.0,
1227,2025-07-26 20:21:16,cs2,2000.0,20.0,,,True,False,[[165.04758932]],True,50,15,0.1,,,,,,0.8408656120300293,,,
1228,2025-07-26 20:21:18,cs3,2000.0,5.0,20.0,0.05,True,True,[[7.9610888]],True,50,15,0.1,,,,,,15.056395769119264,,,3.0
1229,2025-07-26 20:21:33,cs4,,,,,True,True,[[350.27032573]],True,50,15,0.1,,,,,,0.6814548969268799,,,
1230,2025-07-26 20:21:47,cs5,2000.0,5.0,20.0,0.05,True,True,[[0.60616327]],True,50,15,0.1,1.0,3.0,0.8,,5.0,13.175326108932495,,,
1231,2025-07-26 20:22:17,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.92975615]],True,50,20,0.01,1.0,3.0,0.8,,5.0,30.414446115493774,50.0,1.0,
1232,2025-07-26 20:22:26,cs2,2000.0,20.0,,,True,False,[[26.57283731]],True,50,20,0.01,,,,,,1.4935109615325928,,,
1233,2025-07-26 20:22:28,cs3,2000.0,5.0,20.0,0.05,True,True,[[-0.13809855]],True,50,20,0.01,,,,,,30.529554843902588,,,3.0
1234,2025-07-26 20:22:59,cs4,,,,,True,True,[[11.89459909]],True,50,20,0.01,,,,,,0.9281363487243652,,,
1235,2025-07-26 20:23:16,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.91789904]],True,50,20,0.01,1.0,3.0,0.8,,5.0,16.190088987350464,,,
1236,2025-07-26 20:23:48,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.22326141]],True,50,20,0.05,1.0,3.0,0.8,,5.0,32.12020182609558,50.0,1.0,
1237,2025-07-26 20:23:57,cs2,2000.0,20.0,,,True,False,[[-0.38644011]],True,50,20,0.05,,,,,,1.3032052516937256,,,
1238,2025-07-26 20:23:59,cs3,2000.0,5.0,20.0,0.05,True,False,[[4.29213474]],True,50,20,0.05,,,,,,34.62523078918457,,,3.0
1239,2025-07-26 20:24:34,cs4,,,,,True,True,[[55.97887298]],True,50,20,0.05,,,,,,0.9099090099334716,,,
1240,2025-07-26 20:24:51,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.46007876]],True,50,20,0.05,1.0,3.0,0.8,,5.0,16.10485291481018,,,
1241,2025-07-26 20:25:23,cs1,2000.0,5.0,20.0,0.05,True,True,[[0.81262671]],True,50,20,0.1,1.0,3.0,0.8,,5.0,31.33852791786194,50.0,1.0,
1242,2025-07-26 20:25:31,cs2,2000.0,20.0,,,True,False,[[3.48424772]],True,50,20,0.1,,,,,,1.220444917678833,,,
1243,2025-07-26 20:25:33,cs3,2000.0,5.0,20.0,0.05,True,True,[[7.95324315]],True,50,20,0.1,,,,,,25.66390824317932,,,3.0
