Serial No.,Date,Type,No Samples,Surrogate Nodes,CQR Nodes,CQR Alpha,Initial Condition,Optimizer Success,Closed Loop Cost,Boundary Violation,Iterations,MPC Horizon,MPC Input Cost,ICBMPC Tightner,ICBMPC Random Sampling,ICBMPC Confidence Cutoff,MPC Setpoint,ICBMPC Max Search,Time,LQR r,LQR q,MPC Robust Horizon
1244,2025-07-26 20:25:59,cs4,,,,,True,True,[[103.00322892]],True,50,20,0.1,,,,,,0.8247430324554443,,,
1245,2025-07-26 20:26:15,cs5,2000.0,5.0,20.0,0.05,True,True,[[0.47359735]],True,50,20,0.1,1.0,3.0,0.8,,5.0,15.134760856628418,,,
1246,2025-07-26 20:26:41,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.86311233]],True,50,10,0.01,1.0,3.0,0.8,,5.0,25.867868185043335,50.0,1.0,
1247,2025-07-26 20:26:49,cs2,2000.0,20.0,,,True,False,[[-0.65970216]],True,50,10,0.01,,,,,,0.922853708267212,,,
1248,2025-07-26 20:26:52,cs3,2000.0,5.0,20.0,0.05,True,False,[[0.35142044]],True,50,10,0.01,,,,,,67.58264493942261,,,5.0
1249,2025-07-26 20:28:00,cs4,,,,,True,True,[[30.51644046]],True,50,10,0.01,,,,,,0.4559118747711181,,,
1250,2025-07-26 20:28:11,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.89587011]],True,50,10,0.01,1.0,3.0,0.8,,5.0,10.542165040969849,,,
1251,2025-07-26 20:28:38,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.85519425]],False,50,10,0.05,1.0,3.0,0.8,,5.0,27.209187746047977,50.0,1.0,
1252,2025-07-26 20:28:46,cs2,2000.0,20.0,,,True,False,[[71.42567605]],True,50,10,0.05,,,,,,0.6316549777984619,,,
1253,2025-07-26 20:28:49,cs3,2000.0,5.0,20.0,0.05,True,False,[[6.59000893]],True,50,10,0.05,,,,,,38.901641845703125,,,5.0
1254,2025-07-26 20:29:28,cs4,,,,,True,True,[[146.75508024]],True,50,10,0.05,,,,,,0.5116169452667236,,,
1255,2025-07-26 20:29:40,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.85510051]],False,50,10,0.05,1.0,3.0,0.8,,5.0,11.344560146331789,,,
1256,2025-07-26 20:30:08,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.84534909]],False,50,10,0.1,1.0,3.0,0.8,,5.0,27.87382411956787,50.0,1.0,
1257,2025-07-26 20:30:16,cs2,2000.0,20.0,,,True,False,[[167.10517832]],True,50,10,0.1,,,,,,1.1540741920471191,,,
1258,2025-07-26 20:30:19,cs3,2000.0,5.0,20.0,0.05,True,True,[[12.63772206]],True,50,10,0.1,,,,,,13.890897035598757,,,5.0
1259,2025-07-26 20:30:33,cs4,,,,,True,True,[[291.27557759]],True,50,10,0.1,,,,,,0.4555177688598633,,,
1260,2025-07-26 20:30:45,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.84543477]],False,50,10,0.1,1.0,3.0,0.8,,5.0,11.126843214035034,,,
1261,2025-07-26 20:31:13,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.94565476]],True,50,15,0.01,1.0,3.0,0.8,,5.0,28.235469102859497,50.0,1.0,
1262,2025-07-26 20:31:21,cs2,2000.0,20.0,,,True,False,[[6.91329408]],True,50,15,0.01,,,,,,2.013014078140259,,,
1263,2025-07-26 20:31:26,cs3,2000.0,5.0,20.0,0.05,True,False,[[0.68929694]],True,50,15,0.01,,,,,,76.56122779846191,,,5.0
1264,2025-07-26 20:32:43,cs4,,,,,True,True,[[42.47231014]],True,50,15,0.01,,,,,,0.7342269420623779,,,
1265,2025-07-26 20:32:57,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.95259027]],True,50,15,0.01,1.0,3.0,0.8,,5.0,13.403246879577637,,,
1266,2025-07-26 20:33:26,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.1344766]],True,50,15,0.05,1.0,3.0,0.8,,5.0,28.714354038238525,50.0,1.0,
1267,2025-07-26 20:33:34,cs2,2000.0,20.0,,,True,False,[[51.97076313]],True,50,15,0.05,,,,,,1.416321039199829,,,
1268,2025-07-26 20:33:39,cs3,2000.0,5.0,20.0,0.05,True,False,[[8.01592943]],True,50,15,0.05,,,,,,84.12101793289185,,,5.0
1269,2025-07-26 20:35:03,cs4,,,,,True,True,[[214.93222245]],True,50,15,0.05,,,,,,0.7855019569396973,,,
1270,2025-07-26 20:35:18,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.35035962]],True,50,15,0.05,1.0,3.0,0.8,,5.0,13.681701898574827,,,
1271,2025-07-26 20:35:47,cs1,2000.0,5.0,20.0,0.05,True,True,[[0.89647808]],True,50,15,0.1,1.0,3.0,0.8,,5.0,29.125678062438965,50.0,1.0,
1272,2025-07-26 20:35:55,cs2,2000.0,20.0,,,True,False,[[146.43067906]],True,50,15,0.1,,,,,,1.4849228858947754,,,
1273,2025-07-26 20:36:00,cs3,2000.0,5.0,20.0,0.05,True,False,[[17.4104892]],True,50,15,0.1,,,,,,109.5892050266266,,,5.0
1274,2025-07-26 20:37:50,cs4,,,,,True,True,[[350.27032573]],True,50,15,0.1,,,,,,0.6886601448059082,,,
1275,2025-07-26 20:38:03,cs5,2000.0,5.0,20.0,0.05,True,True,[[0.60616327]],True,50,15,0.1,1.0,3.0,0.8,,5.0,12.804672956466677,,,
1276,2025-07-26 20:38:33,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.92975615]],True,50,20,0.01,1.0,3.0,0.8,,5.0,29.49328899383545,50.0,1.0,
1277,2025-07-26 20:38:41,cs2,2000.0,20.0,,,True,False,[[-0.82852698]],True,50,20,0.01,,,,,,2.0744588375091553,,,
1278,2025-07-26 20:38:48,cs3,2000.0,5.0,20.0,0.05,True,False,[[0.37287703]],True,50,20,0.01,,,,,,237.18139386177063,,,5.0
1279,2025-07-26 20:42:45,cs4,,,,,True,True,[[11.89459909]],True,50,20,0.01,,,,,,0.9943718910217284,,,
1280,2025-07-26 20:43:02,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.91789904]],True,50,20,0.01,1.0,3.0,0.8,,5.0,15.91225290298462,,,
1281,2025-07-26 20:43:34,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.22326141]],True,50,20,0.05,1.0,3.0,0.8,,5.0,32.07028794288635,50.0,1.0,
1282,2025-07-26 20:43:42,cs2,2000.0,20.0,,,True,False,[[144.56533204]],True,50,20,0.05,,,,,,1.3883798122406006,,,
1283,2025-07-26 20:43:49,cs3,2000.0,5.0,20.0,0.05,True,False,[[7.61008986]],True,50,20,0.05,,,,,,99.5273938179016,,,5.0
1284,2025-07-26 20:45:28,cs4,,,,,True,True,[[55.97887298]],True,50,20,0.05,,,,,,0.7936599254608154,,,
1285,2025-07-26 20:45:44,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.46007876]],True,50,20,0.05,1.0,3.0,0.8,,5.0,14.999243021011353,,,
1286,2025-07-26 20:46:15,cs1,2000.0,5.0,20.0,0.05,True,True,[[0.81262671]],True,50,20,0.1,1.0,3.0,0.8,,5.0,30.512020111083984,50.0,1.0,
1287,2025-07-26 20:46:23,cs2,2000.0,20.0,,,True,False,[[143.67817749]],True,50,20,0.1,,,,,,1.3220720291137695,,,
1288,2025-07-26 20:46:29,cs3,2000.0,5.0,20.0,0.05,True,False,[[16.96976173]],True,50,20,0.1,,,,,,117.81884407997131,,,5.0
1289,2025-07-26 20:48:27,cs4,,,,,True,True,[[103.00322892]],True,50,20,0.1,,,,,,0.8138320446014404,,,
1290,2025-07-26 20:48:43,cs5,2000.0,5.0,20.0,0.05,True,True,[[0.47359735]],True,50,20,0.1,1.0,3.0,0.8,,5.0,14.729599952697754,,,
1291,2025-07-26 20:49:34,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.79449761]],True,50,10,0.01,1.0,3.0,0.8,,10.0,51.269155979156494,50.0,1.0,
1292,2025-07-26 20:49:42,cs2,2000.0,20.0,,,True,False,[[30.53804941]],True,50,10,0.01,,,,,,0.6256749629974365,,,
1293,2025-07-26 20:49:44,cs3,2000.0,5.0,20.0,0.05,True,True,[[-0.14589066]],True,50,10,0.01,,,,,,7.056530237197876,,,3.0
1294,2025-07-26 20:49:51,cs4,,,,,True,True,[[30.51644046]],True,50,10,0.01,,,,,,0.5233988761901855,,,
1295,2025-07-26 20:50:14,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.8154677]],True,50,10,0.01,1.0,3.0,0.8,,10.0,21.791846990585327,,,
1296,2025-07-26 20:50:58,cs1,2000.0,5.0,20.0,0.05,True,False,[[67.82095305]],True,50,10,0.05,1.0,3.0,0.8,,10.0,44.05784821510315,50.0,1.0,
1297,2025-07-26 20:51:06,cs2,2000.0,20.0,,,True,False,[[0.52183005]],True,50,10,0.05,,,,,,0.728201150894165,,,
1298,2025-07-26 20:51:07,cs3,2000.0,5.0,20.0,0.05,True,False,[[71.17427778]],True,50,10,0.05,,,,,,9.996890306472778,,,3.0
1299,2025-07-26 20:51:17,cs4,,,,,True,True,[[112.69354131]],True,50,10,0.05,,,,,,0.5040252208709717,,,
1300,2025-07-26 20:51:21,cs5,2000.0,5.0,20.0,0.05,True,False,[[69.75193015]],True,50,10,0.05,1.0,3.0,0.8,,10.0,2.9503040313720703,,,
1301,2025-07-26 20:52:16,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.54668727]],False,50,10,0.1,1.0,3.0,0.8,,10.0,55.2359459400177,50.0,1.0,
1302,2025-07-26 20:52:24,cs2,2000.0,20.0,,,True,True,[[-0.518543]],True,50,10,0.1,,,,,,0.4865758419036865,,,
1303,2025-07-26 20:52:26,cs3,2000.0,5.0,20.0,0.05,True,True,[[8.59432848]],False,50,10,0.1,,,,,,3.125692129135132,,,3.0
1304,2025-07-26 20:52:29,cs4,,,,,True,True,[[144.6772746]],False,50,10,0.1,,,,,,0.4518418312072754,,,
1305,2025-07-26 20:52:52,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.51259732]],True,50,10,0.1,1.0,3.0,0.8,,10.0,22.551870822906498,,,
1306,2025-07-26 20:53:39,cs1,2000.0,5.0,20.0,0.05,True,False,[[12.68608192]],True,50,15,0.01,1.0,3.0,0.8,,10.0,47.32311391830444,50.0,1.0,
1307,2025-07-26 20:53:47,cs2,2000.0,20.0,,,True,False,[[14.37481701]],True,50,15,0.01,,,,,,0.6932151317596436,,,
1308,2025-07-26 20:53:49,cs3,2000.0,5.0,20.0,0.05,True,False,[[13.36757603]],True,50,15,0.01,,,,,,23.28131890296936,,,3.0
1309,2025-07-26 20:54:12,cs4,,,,,True,True,[[18.60939775]],True,50,15,0.01,,,,,,0.6436870098114014,,,
1310,2025-07-26 20:54:16,cs5,2000.0,5.0,20.0,0.05,True,False,[[13.30254735]],True,50,15,0.01,1.0,3.0,0.8,,10.0,3.4315948486328125,,,
1311,2025-07-26 20:55:15,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.11778254]],False,50,15,0.05,1.0,3.0,0.8,,10.0,58.40953278541565,50.0,1.0,
1312,2025-07-26 20:55:23,cs2,2000.0,20.0,,,True,False,[[48.98768781]],True,50,15,0.05,,,,,,0.8725199699401855,,,
1313,2025-07-26 20:55:25,cs3,2000.0,5.0,20.0,0.05,True,True,[[3.75530193]],False,50,15,0.05,,,,,,13.751717805862429,,,3.0
1314,2025-07-26 20:55:39,cs4,,,,,True,True,[[74.16219462]],False,50,15,0.05,,,,,,0.582603931427002,,,
1315,2025-07-26 20:56:04,cs5,2000.0,5.0,20.0,0.05,True,True,[[0.28092797]],False,50,15,0.05,1.0,3.0,0.8,,10.0,25.223634004592896,,,
1316,2025-07-26 20:56:50,cs1,2000.0,5.0,20.0,0.05,True,False,[[136.2432475]],True,50,15,0.1,1.0,3.0,0.8,,10.0,45.83507990837097,50.0,1.0,
1317,2025-07-26 20:56:59,cs2,2000.0,20.0,,,True,False,[[1.73847948]],True,50,15,0.1,,,,,,0.920523166656494,,,
1318,2025-07-26 20:57:01,cs3,2000.0,5.0,20.0,0.05,True,False,[[143.43255439]],True,50,15,0.1,,,,,,18.851799964904785,,,3.0
1319,2025-07-26 20:57:20,cs4,,,,,True,True,[[167.4723908]],True,50,15,0.1,,,,,,0.6639499664306641,,,
1320,2025-07-26 20:57:24,cs5,2000.0,5.0,20.0,0.05,True,False,[[140.54437729]],True,50,15,0.1,1.0,3.0,0.8,,10.0,3.537795066833496,,,
1321,2025-07-26 20:58:24,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.87153612]],False,50,20,0.01,1.0,3.0,0.8,,10.0,60.06273412704468,50.0,1.0,
1322,2025-07-26 20:58:32,cs2,2000.0,20.0,,,True,False,[[-0.97269097]],True,50,20,0.01,,,,,,1.197774887084961,,,
1323,2025-07-26 20:58:35,cs3,2000.0,5.0,20.0,0.05,True,True,[[-0.11076541]],False,50,20,0.01,,,,,,27.996548891067505,,,3.0
1324,2025-07-26 20:59:03,cs4,,,,,True,True,[[29.31655286]],True,50,20,0.01,,,,,,0.9363672733306884,,,
1325,2025-07-26 20:59:33,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.87583251]],True,50,20,0.01,1.0,3.0,0.8,,10.0,28.68021321296692,,,
1326,2025-07-26 21:00:21,cs1,2000.0,5.0,20.0,0.05,True,False,[[68.5905543]],True,50,20,0.05,1.0,3.0,0.8,,10.0,48.55925798416138,50.0,1.0,
1327,2025-07-26 21:00:30,cs2,2000.0,20.0,,,True,False,[[13.73439128]],True,50,20,0.05,,,,,,1.5270121097564695,,,
1328,2025-07-26 21:00:33,cs3,2000.0,5.0,20.0,0.05,True,False,[[71.17471789]],True,50,20,0.05,,,,,,38.54861640930176,,,3.0
1329,2025-07-26 21:01:11,cs4,,,,,True,True,[[152.29998037]],True,50,20,0.05,,,,,,1.049274206161499,,,
1330,2025-07-26 21:01:17,cs5,2000.0,5.0,20.0,0.05,True,False,[[69.96193874]],True,50,20,0.05,1.0,3.0,0.8,,10.0,5.057607889175415,,,
1331,2025-07-26 21:02:21,cs1,2000.0,5.0,20.0,0.05,True,True,[[0.85821094]],False,50,20,0.1,1.0,3.0,0.8,,10.0,63.33085107803345,50.0,1.0,
1332,2025-07-26 21:02:29,cs2,2000.0,20.0,,,True,False,[[-0.89085936]],True,50,20,0.1,,,,,,0.9608078002929688,,,
1333,2025-07-26 21:02:31,cs3,2000.0,5.0,20.0,0.05,True,True,[[8.58638892]],False,50,20,0.1,,,,,,24.426533937454224,,,3.0
1334,2025-07-26 21:02:56,cs4,,,,,True,True,[[294.19895925]],False,50,20,0.1,,,,,,0.9216241836547852,,,
1335,2025-07-26 21:03:27,cs5,2000.0,5.0,20.0,0.05,True,True,[[1.79657794]],False,50,20,0.1,1.0,3.0,0.8,,10.0,30.611544132232662,,,
1336,2025-07-26 21:04:11,cs1,2000.0,5.0,20.0,0.05,True,False,[[12.72585977]],True,50,10,0.01,1.0,3.0,0.8,,10.0,43.47966909408569,50.0,1.0,
1337,2025-07-26 21:04:19,cs2,2000.0,20.0,,,True,False,[[-0.98003235]],True,50,10,0.01,,,,,,0.8527390956878662,,,
1338,2025-07-26 21:04:22,cs3,2000.0,5.0,20.0,0.05,True,False,[[13.36962376]],True,50,10,0.01,,,,,,46.900254249572754,,,5.0
1339,2025-07-26 21:05:09,cs4,,,,,True,True,[[24.27239731]],True,50,10,0.01,,,,,,0.4400897026062011,,,
1340,2025-07-26 21:05:12,cs5,2000.0,5.0,20.0,0.05,True,False,[[13.21553204]],True,50,10,0.01,1.0,3.0,0.8,,10.0,2.675992250442505,,,
1341,2025-07-26 21:06:07,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.60484409]],False,50,10,0.05,1.0,3.0,0.8,,10.0,54.7211709022522,50.0,1.0,
1342,2025-07-26 21:06:15,cs2,2000.0,20.0,,,True,False,[[38.24058281]],True,50,10,0.05,,,,,,0.7758481502532959,,,
1343,2025-07-26 21:06:18,cs3,2000.0,5.0,20.0,0.05,True,False,[[5.82069059]],True,50,10,0.05,,,,,,39.02672100067139,,,5.0
1344,2025-07-26 21:06:57,cs4,,,,,True,True,[[71.78771055]],True,50,10,0.05,,,,,,0.4032270908355713,,,
1345,2025-07-26 21:07:19,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.5605581]],False,50,10,0.05,1.0,3.0,0.8,,10.0,21.186157941818237,,,
1346,2025-07-26 21:08:01,cs1,2000.0,5.0,20.0,0.05,True,False,[[136.69045477]],True,50,10,0.1,1.0,3.0,0.8,,10.0,42.25826406478882,50.0,1.0,
1347,2025-07-26 21:08:09,cs2,2000.0,20.0,,,True,False,[[-0.71660065]],True,50,10,0.1,,,,,,0.7869307994842529,,,
1348,2025-07-26 21:08:12,cs3,2000.0,5.0,20.0,0.05,True,False,[[143.43568498]],True,50,10,0.1,,,,,,32.75294899940491,,,5.0
1349,2025-07-26 21:08:45,cs4,,,,,True,True,[[192.54054337]],True,50,10,0.1,,,,,,0.5134861469268799,,,
1350,2025-07-26 21:08:48,cs5,2000.0,5.0,20.0,0.05,True,False,[[140.54423117]],True,50,10,0.1,1.0,3.0,0.8,,10.0,2.8253490924835205,,,
1351,2025-07-26 21:09:45,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.91142395]],False,50,15,0.01,1.0,3.0,0.8,,10.0,56.80388927459717,50.0,1.0,
1352,2025-07-26 21:09:53,cs2,2000.0,20.0,,,True,False,[[-0.76491636]],True,50,15,0.01,,,,,,1.0892510414123535,,,
1353,2025-07-26 21:09:58,cs3,2000.0,5.0,20.0,0.05,True,False,[[0.28893991]],True,50,15,0.01,,,,,,118.36165308952332,,,5.0
1354,2025-07-26 21:11:56,cs4,,,,,True,True,[[14.50136175]],False,50,15,0.01,,,,,,0.7567331790924072,,,
1355,2025-07-26 21:12:24,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.9066648]],True,50,15,0.01,1.0,3.0,0.8,,10.0,26.832213878631592,,,
1356,2025-07-26 21:13:13,cs1,2000.0,5.0,20.0,0.05,True,False,[[67.5947198]],True,50,15,0.05,1.0,3.0,0.8,,10.0,49.291866064071655,50.0,1.0,
1357,2025-07-26 21:13:22,cs2,2000.0,20.0,,,True,False,[[-0.31846837]],True,50,15,0.05,,,,,,2.042325019836426,,,
1358,2025-07-26 21:13:28,cs3,2000.0,5.0,20.0,0.05,True,False,[[35.63744246]],True,50,15,0.05,,,,,,100.97406387329102,,,5.0
1359,2025-07-26 21:15:09,cs4,,,,,True,True,[[77.09772392]],True,50,15,0.05,,,,,,0.7607698440551758,,,
1360,2025-07-26 21:15:13,cs5,2000.0,5.0,20.0,0.05,True,False,[[69.85416315]],True,50,15,0.05,1.0,3.0,0.8,,10.0,3.79156494140625,,,
1361,2025-07-26 21:16:13,cs1,2000.0,5.0,20.0,0.05,True,True,[[0.3539895]],False,50,15,0.1,1.0,3.0,0.8,,10.0,60.214224100112915,50.0,1.0,
1362,2025-07-26 21:16:22,cs2,2000.0,20.0,,,True,False,[[-1.04178652]],True,50,15,0.1,,,,,,1.0312449932098389,,,
1363,2025-07-26 21:16:27,cs3,2000.0,5.0,20.0,0.05,True,False,[[12.7997864]],True,50,15,0.1,,,,,,84.22183585166931,,,5.0
1364,2025-07-26 21:17:51,cs4,,,,,True,True,[[146.25963709]],False,50,15,0.1,,,,,,0.6958551406860352,,,
1365,2025-07-26 21:18:18,cs5,2000.0,5.0,20.0,0.05,True,True,[[1.81330883]],False,50,15,0.1,1.0,3.0,0.8,,10.0,26.748740911483765,,,
1366,2025-07-26 21:19:09,cs1,2000.0,5.0,20.0,0.05,True,False,[[12.98368007]],True,50,20,0.01,1.0,3.0,0.8,,10.0,50.690587759017944,50.0,1.0,
1367,2025-07-26 21:19:18,cs2,2000.0,20.0,,,True,False,[[-0.78644326]],True,50,20,0.01,,,,,,1.0513241291046145,,,
1368,2025-07-26 21:19:24,cs3,2000.0,5.0,20.0,0.05,True,False,[[13.37019215]],True,50,20,0.01,,,,,,167.8372039794922,,,5.0
1369,2025-07-26 21:22:11,cs4,,,,,True,True,[[31.85542515]],True,50,20,0.01,,,,,,1.124906063079834,,,
1370,2025-07-26 21:22:17,cs5,2000.0,5.0,20.0,0.05,True,False,[[13.31375114]],True,50,20,0.01,1.0,3.0,0.8,,10.0,4.742049932479858,,,
1371,2025-07-26 21:23:18,cs1,2000.0,5.0,20.0,0.05,True,True,[[0.20963305]],False,50,20,0.05,1.0,3.0,0.8,,10.0,61.10315012931824,50.0,1.0,
1372,2025-07-26 21:23:27,cs2,2000.0,20.0,,,True,False,[[-0.64155001]],True,50,20,0.05,,,,,,1.1486740112304688,,,
1373,2025-07-26 21:23:33,cs3,2000.0,5.0,20.0,0.05,True,False,[[5.71484132]],True,50,20,0.05,,,,,,127.43838810920715,,,5.0
1374,2025-07-26 21:25:41,cs4,,,,,True,True,[[146.74732433]],False,50,20,0.05,,,,,,0.9565920829772948,,,
1375,2025-07-26 21:26:11,cs5,2000.0,5.0,20.0,0.05,True,True,[[0.07911706]],False,50,20,0.05,1.0,3.0,0.8,,10.0,29.089207887649536,,,
1376,2025-07-26 21:27:00,cs1,2000.0,5.0,20.0,0.05,True,False,[[138.73784515]],True,50,20,0.1,1.0,3.0,0.8,,10.0,48.573036909103394,50.0,1.0,
1377,2025-07-26 21:27:08,cs2,2000.0,20.0,,,True,False,[[-0.92270188]],True,50,20,0.1,,,,,,1.879826307296753,,,
1378,2025-07-26 21:27:15,cs3,2000.0,5.0,20.0,0.05,True,False,[[89.94084184]],True,50,20,0.1,,,,,,101.4496808052063,,,5.0
1379,2025-07-26 21:28:56,cs4,,,,,True,True,[[238.66744669]],True,50,20,0.1,,,,,,0.9981887340545654,,,
1380,2025-07-26 21:29:02,cs5,2000.0,5.0,20.0,0.05,True,False,[[140.62713239]],True,50,20,0.1,1.0,3.0,0.8,,10.0,4.86174201965332,,,
1381,2025-07-26 21:29:53,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.56791262]],True,50,10,0.01,1.0,7.0,0.8,,3.0,51.017935037612915,50.0,1.0,
1382,2025-07-26 21:30:02,cs2,2000.0,20.0,,,True,False,[[-0.08054133]],True,50,10,0.01,,,,,,0.4534840583801269,,,
1383,2025-07-26 21:30:03,cs3,2000.0,5.0,20.0,0.05,True,True,[[-0.11060435]],False,50,10,0.01,,,,,,4.476562023162842,,,3.0
1384,2025-07-26 21:30:08,cs4,,,,,True,True,[[13.47603605]],False,50,10,0.01,,,,,,0.4198870658874511,,,
1385,2025-07-26 21:30:46,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.98770379]],False,50,10,0.01,1.0,7.0,0.8,,3.0,38.08672523498535,,,
1386,2025-07-26 21:31:35,cs1,2000.0,5.0,20.0,0.05,True,True,[[-0.58354921]],False,50,10,0.05,1.0,7.0,0.8,,3.0,48.991060972213745,50.0,1.0,
1387,2025-07-26 21:31:43,cs2,2000.0,20.0,,,True,False,[[73.24696262]],True,50,10,0.05,,,,,,1.2987678050994873,,,
1388,2025-07-26 21:31:45,cs3,2000.0,5.0,20.0,0.05,True,True,[[6.50492938]],True,50,10,0.05,,,,,,5.232384204864502,,,3.0
1389,2025-07-26 21:31:51,cs4,,,,,True,True,[[42.3045345]],False,50,10,0.05,,,,,,0.8011581897735596,,,
1390,2025-07-26 21:32:33,cs5,2000.0,5.0,20.0,0.05,True,True,[[-0.58291882]],False,50,10,0.05,1.0,7.0,0.8,,3.0,41.39220690727234,,,
