Serial No.,Date,Type,No Samples,Surrogate Nodes,CQR Nodes,CQR Alpha,Initial Condition,Optimizer Success,Closed Loop Cost,Concentration Cb,Boundary Violation Probability,Iterations,MPC Horizon,MPC Input Cost,ICBMPC Tightner,ICBMPC Random Sampling,ICBMPC Confidence Cutoff,MPC Setpoint,ICBMPC Max Search,Time,LQR r,LQR q,MPC Robust Horizon
135,2025-07-30 17:15:44,cs5,250.0,5.0,20.0,0.05,True,0.0,[[144.20561456]],0.2521414495157128,0.0259650131932585,50,20,0.1,1.0,1.0,0.8,,5.0,21.332461833953857,,,
136,2025-07-30 17:16:16,cs1,250.0,5.0,20.0,0.05,True,0.0,[[8.05777779]],0.3110124556820663,0.0281378812921032,50,10,0.01,1.0,1.0,0.8,,5.0,31.59355092048645,50.0,1.0,
137,2025-07-30 17:16:17,cs2,250.0,20.0,,,True,0.0,[[15.66953186]],0.4152773065017524,0.0166793915065376,50,10,0.01,,,,,,4.678847074508667,,,
138,2025-07-30 17:16:24,cs3,250.0,5.0,20.0,0.05,True,0.0,[[13.0353247]],0.2517362444900977,0.0259866712456648,50,10,0.01,,,,,,209.59488701820376,,,5.0
139,2025-07-30 17:19:53,cs4,,,,,True,0.0,[[55.74080033]],0.5262956863559675,0.0093290789450255,50,10,0.01,,,,,,1.073594093322754,,,
140,2025-07-30 17:20:06,cs5,250.0,5.0,20.0,0.05,True,0.0,[[14.05632414]],0.3015559848045537,0.0232818983070974,50,10,0.01,1.0,1.0,0.8,,5.0,11.359172821044922,,,
141,2025-07-30 17:20:36,cs1,250.0,5.0,20.0,0.05,True,0.0,[[41.87143977]],0.2882178890540409,0.0277266920279991,50,10,0.05,1.0,1.0,0.8,,5.0,29.791639804840088,50.0,1.0,
142,2025-07-30 17:20:37,cs2,250.0,20.0,,,True,0.22,[[17.15898751]],0.3052424171807114,0.0230781568273423,50,10,0.05,,,,,,1.093229055404663,,,
143,2025-07-30 17:20:40,cs3,250.0,5.0,20.0,0.05,True,0.0,[[71.10867973]],0.2430635071467979,0.0264502362866475,50,10,0.05,,,,,,182.8098397254944,,,5.0
144,2025-07-30 17:23:43,cs4,,,,,True,0.0,[[280.81010504]],0.5262956864178175,0.0093290789409926,50,10,0.05,,,,,,1.1310181617736816,,,
145,2025-07-30 17:23:58,cs5,250.0,5.0,20.0,0.05,True,0.0,[[71.48662912]],0.3015558787749537,0.0232819041256243,50,10,0.05,1.0,1.0,0.8,,5.0,13.226143836975098,,,
146,2025-07-30 17:24:27,cs1,250.0,5.0,20.0,0.05,True,0.0,[[83.76888324]],0.2808791347200796,0.027490917193461,50,10,0.1,1.0,1.0,0.8,,5.0,29.25239610671997,50.0,1.0,
147,2025-07-30 17:24:28,cs2,250.0,20.0,,,True,0.28,[[94.70842435]],0.5422982747489631,0.0086940354467203,50,10,0.1,,,,,,2.465631008148194,,,
148,2025-07-30 17:24:33,cs3,250.0,5.0,20.0,0.05,True,0.0,[[142.48306503]],0.243064186003926,0.0264502001949768,50,10,0.1,,,,,,189.8886001110077,,,5.0
149,2025-07-30 17:27:43,cs4,,,,,True,0.0,[[562.14142889]],0.5262956885587625,0.0093290787920497,50,10,0.1,,,,,,1.165982961654663,,,
150,2025-07-30 17:27:56,cs5,250.0,5.0,20.0,0.05,True,0.0,[[143.27199974]],0.30155575605803,0.0232819108600528,50,10,0.1,1.0,1.0,0.8,,5.0,11.759727239608765,,,
151,2025-07-30 17:28:28,cs1,250.0,5.0,20.0,0.05,True,0.0,[[7.59998017]],0.275293379905978,0.0271213779019871,50,15,0.01,1.0,1.0,0.8,,5.0,32.3501660823822,50.0,1.0,
152,2025-07-30 17:28:30,cs2,250.0,20.0,,,True,0.0,[[14.22441077]],0.2260895169209933,0.0273498357391833,50,15,0.01,,,,,,1.9981281757354736,,,
153,2025-07-30 17:28:35,cs3,250.0,5.0,20.0,0.05,True,0.0,[[7.37318193]],0.2464038704855189,0.0262717484428087,50,15,0.01,,,,,,648.5756950378418,,,5.0
154,2025-07-30 17:39:24,cs4,,,,,True,0.0,[[55.89494766]],0.5262957390030834,0.009329075515525,50,15,0.01,,,,,,1.7108969688415527,,,
155,2025-07-30 17:39:41,cs5,250.0,5.0,20.0,0.05,True,0.0,[[6.88315]],0.2860131914628556,0.0241326367440829,50,15,0.01,1.0,1.0,0.8,,5.0,15.45676589012146,,,
156,2025-07-30 17:40:13,cs1,250.0,5.0,20.0,0.05,True,0.0,[[39.16601862]],0.2659966229316366,0.0267739990300649,50,15,0.05,1.0,1.0,0.8,,5.0,31.72339773178101,50.0,1.0,
157,2025-07-30 17:40:14,cs2,250.0,20.0,,,True,0.2,[[-0.54781864]],0.5503231556314296,0.0082350312520394,50,15,0.05,,,,,,1.2346880435943604,,,
158,2025-07-30 17:40:19,cs3,250.0,5.0,20.0,0.05,True,0.0,[[71.10265639]],0.2430631261950423,0.0264502565394545,50,15,0.05,,,,,,572.5929429531097,,,5.0
159,2025-07-30 17:49:52,cs4,,,,,True,0.0,[[281.58938506]],0.526295739687325,0.0093290754748218,50,15,0.05,,,,,,1.6688902378082275,,,
160,2025-07-30 17:50:09,cs5,250.0,5.0,20.0,0.05,True,0.0,[[70.07209504]],0.2910379920202242,0.0238584022969267,50,15,0.05,1.0,1.0,0.8,,5.0,15.720649003982544,,,
161,2025-07-30 17:59:23,cs1,500.0,5.0,20.0,0.05,True,0.26,[[24.56049696]],1.0900420991831783,0.0058808590554496,50,10,0.01,1.0,1.0,0.8,,3.0,12.355358839035034,50.0,1.0,
162,2025-07-30 17:59:25,cs2,500.0,20.0,,,True,1.0,[[-0.94472647]],0.9544631445042224,2.1469138624534937e-05,50,10,0.01,,,,,,0.4270710945129394,,,
163,2025-07-30 17:59:26,cs3,500.0,5.0,20.0,0.05,True,0.88,[[26.54015376]],1.0635339332850018,0.0032638716230097,50,10,0.01,,,,,,5.09954571723938,,,3.0
164,2025-07-30 17:59:31,cs4,,,,,True,1.0,[[42.3956521]],1.024053669383144,1.8515202748758943e-10,50,10,0.01,,,,,,0.417637825012207,,,
165,2025-07-30 17:59:37,cs5,500.0,5.0,20.0,0.05,True,0.28,[[28.20628925]],1.0899208894565953,0.0057779075429167,50,10,0.01,1.0,1.0,0.8,,3.0,5.237400054931641,,,
166,2025-07-30 17:59:50,cs1,500.0,5.0,20.0,0.05,True,0.28,[[127.31274243]],1.0606695775697137,0.006798661683784,50,10,0.05,1.0,1.0,0.8,,3.0,13.188581943511965,50.0,1.0,
167,2025-07-30 17:59:52,cs2,500.0,20.0,,,True,0.0,[[75.18514054]],0.9779162996682428,0.0026387463092044,50,10,0.05,,,,,,1.4470582008361816,,,
168,2025-07-30 17:59:55,cs3,500.0,5.0,20.0,0.05,True,0.86,[[10.0310045]],1.0256089572318576,0.0043555453583198,50,10,0.05,,,,,,4.48405909538269,,,3.0
169,2025-07-30 17:59:59,cs4,,,,,True,1.0,[[51.41793161]],0.9527932938540706,1.8747801991169626e-07,50,10,0.05,,,,,,0.7091059684753418,,,
170,2025-07-30 18:00:06,cs5,500.0,5.0,20.0,0.05,True,0.3,[[145.2786233]],1.0609883837684877,0.0065711384940891,50,10,0.05,1.0,1.0,0.8,,3.0,5.858469247817993,,,
171,2025-07-30 18:00:20,cs1,500.0,5.0,20.0,0.05,True,0.34,[[295.16622714]],1.10929190953635,0.007306623727393,50,10,0.1,1.0,1.0,0.8,,3.0,13.900758981704712,50.0,1.0,
172,2025-07-30 18:00:22,cs2,500.0,20.0,,,True,1.0,[[-1.2830026]],1.291340998675023,1.0778311810318092e-12,50,10,0.1,,,,,,0.4205350875854492,,,
173,2025-07-30 18:00:23,cs3,500.0,5.0,20.0,0.05,True,0.78,[[268.95097409]],1.096826377054014,0.004420071497205,50,10,0.1,,,,,,5.810583114624023,,,3.0
174,2025-07-30 18:00:29,cs4,,,,,True,0.16,[[1079.25643153]],1.3048047539481638,0.0002642200728121,50,10,0.1,,,,,,1.0628337860107422,,,
175,2025-07-30 18:00:34,cs5,500.0,5.0,20.0,0.05,True,0.68,[[292.02318111]],0.8836574251983498,0.0053267335256585,50,10,0.1,1.0,1.0,0.8,,3.0,4.277118921279907,,,
176,2025-07-30 18:00:52,cs1,500.0,5.0,20.0,0.05,True,0.24,[[23.88955646]],1.0727573487920028,0.0058385082067731,50,15,0.01,1.0,1.0,0.8,,3.0,17.62169075012207,50.0,1.0,
177,2025-07-30 18:00:54,cs2,500.0,20.0,,,True,0.0,[[13.62773914]],0.8227611476177705,0.0037309917028992,50,15,0.01,,,,,,1.3677618503570557,,,
178,2025-07-30 18:00:57,cs3,500.0,5.0,20.0,0.05,True,0.82,[[-0.29425528]],1.0343514981072317,0.0023898697762575,50,15,0.01,,,,,,24.131798028945923,,,3.0
179,2025-07-30 18:01:21,cs4,,,,,True,1.0,[[10.10949507]],1.0338789610361243,2.122534708373209e-07,50,15,0.01,,,,,,0.725762128829956,,,
180,2025-07-30 18:01:30,cs5,500.0,5.0,20.0,0.05,True,0.24,[[28.19960389]],1.0728103278963144,0.0057977060106795,50,15,0.01,1.0,1.0,0.8,,3.0,8.461116790771484,,,
181,2025-07-30 18:01:49,cs1,500.0,5.0,20.0,0.05,True,0.28,[[127.19586329]],1.06036106059181,0.006675686931245,50,15,0.05,1.0,1.0,0.8,,3.0,19.10989284515381,50.0,1.0,
182,2025-07-30 18:01:53,cs2,500.0,20.0,,,True,0.58,[[-0.86451897]],0.8765592120798834,2.723677447323182e-11,50,15,0.05,,,,,,1.2983222007751465,,,
183,2025-07-30 18:01:55,cs3,500.0,5.0,20.0,0.05,True,0.8,[[2.33403683]],1.0069487985184609,0.0032558481249654,50,15,0.05,,,,,,20.0779447555542,,,3.0
184,2025-07-30 18:02:15,cs4,,,,,True,1.0,[[50.51895902]],0.9524702987973686,1.874870760283716e-07,50,15,0.05,,,,,,0.8847553730010986,,,
185,2025-07-30 18:02:24,cs5,500.0,5.0,20.0,0.05,True,0.28,[[145.287022]],1.0603668110594666,0.0066206360264997,50,15,0.05,1.0,1.0,0.8,,3.0,8.256139039993286,,,
186,2025-07-30 18:02:43,cs1,500.0,5.0,20.0,0.05,True,0.28,[[258.63567894]],1.0603908990844442,0.0067264785694468,50,15,0.1,1.0,1.0,0.8,,3.0,18.323649168014526,50.0,1.0,
187,2025-07-30 18:02:45,cs2,500.0,20.0,,,True,0.0,[[143.76569514]],0.7393077424249168,0.0072256673068384,50,15,0.1,,,,,,1.585280179977417,,,
188,2025-07-30 18:02:48,cs3,500.0,5.0,20.0,0.05,True,0.8,[[5.95906831]],1.008220034945267,0.0032887444911019,50,15,0.1,,,,,,24.232403993606567,,,3.0
189,2025-07-30 18:03:12,cs4,,,,,True,1.0,[[92.78395889]],0.952410877458188,1.8749146973862096e-07,50,15,0.1,,,,,,0.670241117477417,,,
190,2025-07-30 18:03:21,cs5,500.0,5.0,20.0,0.05,True,0.26,[[291.62563826]],1.0604421050176898,0.0066828722509253,50,15,0.1,1.0,1.0,0.8,,3.0,7.621762990951538,,,
191,2025-07-30 18:03:41,cs1,500.0,5.0,20.0,0.05,True,0.28,[[28.32995826]],1.0605580515810276,0.0066443486114524,50,20,0.01,1.0,1.0,0.8,,3.0,20.300244092941284,50.0,1.0,
192,2025-07-30 18:03:43,cs2,500.0,20.0,,,True,0.6,[[28.11136267]],0.8277359050312972,5.0770625109268215e-11,50,20,0.01,,,,,,1.2464330196380615,,,
193,2025-07-30 18:03:46,cs3,500.0,5.0,20.0,0.05,True,0.78,[[-0.0785712]],0.9715608932539936,0.0029472317530049,50,20,0.01,,,,,,52.56452679634094,,,3.0
194,2025-07-30 18:04:39,cs4,,,,,True,1.0,[[79.07454757]],0.9554463151084892,1.8748965208177725e-07,50,20,0.01,,,,,,0.8956611156463623,,,
195,2025-07-30 18:04:48,cs5,500.0,5.0,20.0,0.05,True,0.26,[[28.20889218]],1.0605604472083998,0.0065895945531134,50,20,0.01,1.0,1.0,0.8,,3.0,8.921401023864746,,,
196,2025-07-30 18:05:08,cs1,500.0,5.0,20.0,0.05,True,0.28,[[130.71257642]],1.0603582866059655,0.0066637926127564,50,20,0.05,1.0,1.0,0.8,,3.0,19.6053466796875,50.0,1.0,
197,2025-07-30 18:05:11,cs2,500.0,20.0,,,True,0.0,[[71.49867544]],0.7538259792735797,0.0061281299141385,50,20,0.05,,,,,,1.4751508235931396,,,
198,2025-07-30 18:05:13,cs3,500.0,5.0,20.0,0.05,True,0.8,[[3.4590354]],0.932615058677447,0.002947231752815,50,20,0.05,,,,,,50.43664908409119,,,3.0
199,2025-07-30 18:06:04,cs4,,,,,True,1.0,[[230.51559538]],0.9543483530749226,1.8749360667457082e-07,50,20,0.05,,,,,,0.8696489334106445,,,
200,2025-07-30 18:06:14,cs5,500.0,5.0,20.0,0.05,True,0.26,[[145.28386355]],1.060412625832219,0.0066124347955931,50,20,0.05,1.0,1.0,0.8,,3.0,9.069323062896729,,,
201,2025-07-30 18:06:33,cs1,500.0,5.0,20.0,0.05,True,0.28,[[258.95591265]],1.0603640048553045,0.0066814489443695,50,20,0.1,1.0,1.0,0.8,,3.0,19.19998002052307,50.0,1.0,
202,2025-07-30 18:06:36,cs2,500.0,20.0,,,True,0.66,[[580.19906747]],0.9658496103877628,0.0020413512459692,50,20,0.1,,,,,,2.0171501636505127,,,
203,2025-07-30 18:06:40,cs3,500.0,5.0,20.0,0.05,True,0.8,[[7.86720561]],0.9308658063730092,0.0029472317541665,50,20,0.1,,,,,,45.43702816963196,,,3.0
204,2025-07-30 18:07:25,cs4,,,,,True,1.0,[[222.07361405]],0.9526521706486808,1.8749693357414537e-07,50,20,0.1,,,,,,0.9658596515655518,,,
205,2025-07-30 18:07:36,cs5,500.0,5.0,20.0,0.05,True,0.26,[[291.62467889]],1.06039636047957,0.0066334804949134,50,20,0.1,1.0,1.0,0.8,,3.0,9.304964303970335,,,
206,2025-07-30 18:07:51,cs1,500.0,5.0,20.0,0.05,True,0.3,[[24.59414279]],1.0604678387533244,0.006758795725458,50,10,0.01,1.0,1.0,0.8,,3.0,15.555921077728271,50.0,1.0,
207,2025-07-30 18:07:54,cs2,500.0,20.0,,,True,0.0,[[13.71119255]],0.7393077424001233,0.0072256673160442,50,10,0.01,,,,,,1.1959161758422852,,,
208,2025-07-30 18:07:57,cs3,500.0,5.0,20.0,0.05,True,0.84,[[-0.1140168]],1.0364426514612972,0.0041603866858005,50,10,0.01,,,,,,30.450233936309814,,,5.0
209,2025-07-30 18:08:28,cs4,,,,,True,1.0,[[11.84463124]],0.9526959860071664,1.874781134243208e-07,50,10,0.01,,,,,,0.4978330135345459,,,
210,2025-07-30 18:08:34,cs5,500.0,5.0,20.0,0.05,True,0.3,[[28.20842162]],1.0604752563708515,0.0066796837669001,50,10,0.01,1.0,1.0,0.8,,3.0,6.223253965377808,,,
211,2025-07-30 18:08:50,cs1,500.0,5.0,20.0,0.05,True,0.28,[[127.31274243]],1.0606695775697137,0.006798661683784,50,10,0.05,1.0,1.0,0.8,,3.0,15.72683072090149,50.0,1.0,
212,2025-07-30 18:08:53,cs2,500.0,20.0,,,True,0.22,[[143.10464978]],0.8289198739692231,7.450534240136826e-11,50,10,0.05,,,,,,1.244267225265503,,,
213,2025-07-30 18:08:56,cs3,500.0,5.0,20.0,0.05,True,0.84,[[3.55737768]],1.035597586742715,0.0041603874103926,50,10,0.05,,,,,,25.88272476196289,,,5.0
214,2025-07-30 18:09:22,cs4,,,,,True,1.0,[[51.41793161]],0.9527932938540706,1.8747801991169626e-07,50,10,0.05,,,,,,0.5194149017333984,,,
215,2025-07-30 18:09:28,cs5,500.0,5.0,20.0,0.05,True,0.3,[[145.2786233]],1.0609883837684877,0.0065711384940891,50,10,0.05,1.0,1.0,0.8,,3.0,5.705865144729614,,,
216,2025-07-30 18:09:44,cs1,500.0,5.0,20.0,0.05,True,0.34,[[295.16622714]],1.10929190953635,0.007306623727393,50,10,0.1,1.0,1.0,0.8,,3.0,15.91911482810974,50.0,1.0,
217,2025-07-30 18:09:47,cs2,500.0,20.0,,,True,0.02,[[-0.78645581]],1.2870246132528476,0.0002059228594524,50,10,0.1,,,,,,1.1108331680297852,,,
218,2025-07-30 18:09:50,cs3,500.0,5.0,20.0,0.05,True,0.82,[[292.74570498]],1.0892851365088665,0.0048089468117833,50,10,0.1,,,,,,27.008337020874023,,,5.0
219,2025-07-30 18:10:17,cs4,,,,,True,0.16,[[1079.25643153]],1.3048047539481638,0.0002642200728121,50,10,0.1,,,,,,1.2013931274414062,,,
220,2025-07-30 18:10:23,cs5,500.0,5.0,20.0,0.05,True,0.68,[[292.02318111]],0.8836574251983498,0.0053267335256585,50,10,0.1,1.0,1.0,0.8,,3.0,4.3600172996521,,,
221,2025-07-30 18:10:41,cs1,500.0,5.0,20.0,0.05,True,0.24,[[23.88955646]],1.0727573487920028,0.0058385082067731,50,15,0.01,1.0,1.0,0.8,,3.0,18.519173860549927,50.0,1.0,
222,2025-07-30 18:10:44,cs2,500.0,20.0,,,True,1.0,[[-0.88042295]],0.8874408109851682,6.998313083958581e-05,50,15,0.01,,,,,,0.5378551483154297,,,
223,2025-07-30 18:10:48,cs3,500.0,5.0,20.0,0.05,True,0.68,[[-0.16831446]],0.9393996723532104,0.0008058011095187,50,15,0.01,,,,,,285.3737139701843,,,5.0
224,2025-07-30 18:15:33,cs4,,,,,True,1.0,[[10.10949507]],1.0338789610361243,2.122534708373209e-07,50,15,0.01,,,,,,0.9606218338012696,,,
225,2025-07-30 18:15:43,cs5,500.0,5.0,20.0,0.05,True,0.24,[[28.19960389]],1.0728103278963144,0.0057977060106795,50,15,0.01,1.0,1.0,0.8,,3.0,8.324955940246582,,,
226,2025-07-30 18:16:03,cs1,500.0,5.0,20.0,0.05,True,0.28,[[127.19586329]],1.06036106059181,0.006675686931245,50,15,0.05,1.0,1.0,0.8,,3.0,19.958096027374268,50.0,1.0,
227,2025-07-30 18:16:05,cs2,500.0,20.0,,,True,0.32,[[142.73139688]],0.8342746538362283,0.0001006221930826,50,15,0.05,,,,,,1.39566969871521,,,
228,2025-07-30 18:16:10,cs3,500.0,5.0,20.0,0.05,True,0.78,[[3.80338423]],0.9889419828350964,0.0032536891893884,50,15,0.05,,,,,,160.82467913627625,,,5.0
229,2025-07-30 18:18:51,cs4,,,,,True,1.0,[[50.51895902]],0.9524702987973686,1.874870760283716e-07,50,15,0.05,,,,,,0.7774229049682617,,,
230,2025-07-30 18:18:59,cs5,500.0,5.0,20.0,0.05,True,0.28,[[145.287022]],1.0603668110594666,0.0066206360264997,50,15,0.05,1.0,1.0,0.8,,3.0,7.493664026260376,,,
231,2025-07-30 18:19:16,cs1,500.0,5.0,20.0,0.05,True,0.28,[[258.63567894]],1.0603908990844442,0.0067264785694468,50,15,0.1,1.0,1.0,0.8,,3.0,16.847881317138672,50.0,1.0,
232,2025-07-30 18:19:20,cs2,500.0,20.0,,,True,0.0,[[564.47237116]],0.8337094727019456,5.11833520500846e-10,50,15,0.1,,,,,,2.9305379390716553,,,
233,2025-07-30 18:19:27,cs3,500.0,5.0,20.0,0.05,True,0.72,[[5.24895111]],0.9423476065085882,0.0023579930397862,50,15,0.1,,,,,,242.75483512878415,,,5.0
234,2025-07-30 18:23:29,cs4,,,,,True,1.0,[[92.78395889]],0.952410877458188,1.8749146973862096e-07,50,15,0.1,,,,,,0.9516699314117432,,,
235,2025-07-30 18:23:39,cs5,500.0,5.0,20.0,0.05,True,0.26,[[291.62563826]],1.0604421050176898,0.0066828722509253,50,15,0.1,1.0,1.0,0.8,,3.0,8.107233047485352,,,
236,2025-07-30 18:24:00,cs1,500.0,5.0,20.0,0.05,True,0.28,[[28.32995826]],1.0605580515810276,0.0066443486114524,50,20,0.01,1.0,1.0,0.8,,3.0,20.998592138290405,50.0,1.0,
237,2025-07-30 18:24:02,cs2,500.0,20.0,,,True,0.84,[[14.4196607]],0.8187806662211896,0.0051113403168227,50,20,0.01,,,,,,2.3414511680603027,,,
238,2025-07-30 18:24:09,cs3,500.0,5.0,20.0,0.05,True,0.72,[[0.21876195]],0.8513809142944047,0.0026219487190934,50,20,0.01,,,,,,696.6927409172058,,,5.0
239,2025-07-30 18:35:46,cs4,,,,,True,1.0,[[79.07454757]],0.9554463151084892,1.8748965208177725e-07,50,20,0.01,,,,,,0.868293046951294,,,
240,2025-07-30 18:35:56,cs5,500.0,5.0,20.0,0.05,True,0.26,[[28.20889218]],1.0605604472083998,0.0065895945531134,50,20,0.01,1.0,1.0,0.8,,3.0,9.321810960769652,,,
241,2025-07-30 18:36:17,cs1,500.0,5.0,20.0,0.05,True,0.28,[[130.71257642]],1.0603582866059655,0.0066637926127564,50,20,0.05,1.0,1.0,0.8,,3.0,20.594581842422485,50.0,1.0,
242,2025-07-30 18:36:20,cs2,500.0,20.0,,,True,0.0,[[71.56019247]],0.7538534118934392,0.0061270630723902,50,20,0.05,,,,,,1.4853019714355469,,,
243,2025-07-30 18:36:26,cs3,500.0,5.0,20.0,0.05,True,0.7,[[4.9065256]],0.8579498167477787,0.0025898352136888,50,20,0.05,,,,,,665.479367017746,,,5.0
244,2025-07-30 18:47:32,cs4,,,,,True,1.0,[[230.51559538]],0.9543483530749226,1.8749360667457082e-07,50,20,0.05,,,,,,0.9403541088104248,,,
245,2025-07-30 18:47:42,cs5,500.0,5.0,20.0,0.05,True,0.26,[[145.28386355]],1.060412625832219,0.0066124347955931,50,20,0.05,1.0,1.0,0.8,,3.0,9.38960886001587,,,
246,2025-07-30 18:48:03,cs1,500.0,5.0,20.0,0.05,True,0.28,[[258.95591265]],1.0603640048553045,0.0066814489443695,50,20,0.1,1.0,1.0,0.8,,3.0,20.52565097808838,50.0,1.0,
247,2025-07-30 18:48:05,cs2,500.0,20.0,,,True,0.0,[[-0.7934893]],0.7984892972762593,6.024346591046261e-11,50,20,0.1,,,,,,1.743683099746704,,,
248,2025-07-30 18:48:12,cs3,500.0,5.0,20.0,0.05,True,0.72,[[12.84460107]],0.8101729617152515,0.0026022527743314,50,20,0.1,,,,,,788.8610498905182,,,5.0
249,2025-07-30 19:01:21,cs4,,,,,True,1.0,[[222.07361405]],0.9526521706486808,1.8749693357414537e-07,50,20,0.1,,,,,,0.9878451824188232,,,
250,2025-07-30 19:01:31,cs5,500.0,5.0,20.0,0.05,True,0.26,[[291.62467889]],1.06039636047957,0.0066334804949134,50,20,0.1,1.0,1.0,0.8,,3.0,9.51284408569336,,,
251,2025-07-30 19:01:58,cs1,500.0,5.0,20.0,0.05,True,0.78,[[38.90252296]],1.04256320319002,0.0040805827640957,50,10,0.01,1.0,1.0,0.8,,5.0,26.512563228607178,50.0,1.0,
252,2025-07-30 19:02:01,cs2,500.0,20.0,,,True,0.48,[[28.19305626]],0.9546101125291484,0.0029224587219312,50,10,0.01,,,,,,1.189281940460205,,,
253,2025-07-30 19:02:03,cs3,500.0,5.0,20.0,0.05,True,0.84,[[-0.10859111]],1.036306364796595,0.0041601642567222,50,10,0.01,,,,,,6.194352865219116,,,3.0
254,2025-07-30 19:02:09,cs4,,,,,True,1.0,[[11.84463124]],0.9526959860071664,1.874781134243208e-07,50,10,0.01,,,,,,0.576725959777832,,,
255,2025-07-30 19:02:18,cs5,500.0,5.0,20.0,0.05,True,0.74,[[41.29184777]],1.0476280137851968,0.0042702441954037,50,10,0.01,1.0,1.0,0.8,,5.0,7.885361909866333,,,
256,2025-07-30 19:02:43,cs1,500.0,5.0,20.0,0.05,True,0.7,[[195.75822694]],1.0297176480679702,0.0067733554825923,50,10,0.05,1.0,1.0,0.8,,5.0,25.070791959762573,50.0,1.0,
257,2025-07-30 19:02:46,cs2,500.0,20.0,,,True,0.0,[[73.61011323]],0.54238825381204,0.0302712613313712,50,10,0.05,,,,,,1.3955907821655271,,,
258,2025-07-30 19:02:48,cs3,500.0,5.0,20.0,0.05,True,0.8,[[14.15854367]],1.0208961619747403,0.0061606071289431,50,10,0.05,,,,,,5.579567909240723,,,3.0
259,2025-07-30 19:02:53,cs4,,,,,True,0.0,[[280.81010504]],0.5262956864178175,0.0093290789409926,50,10,0.05,,,,,,1.4426779747009275,,,
260,2025-07-30 19:03:04,cs5,500.0,5.0,20.0,0.05,True,0.68,[[210.75938571]],1.0322730580589132,0.0069178118933914,50,10,0.05,1.0,1.0,0.8,,5.0,8.679273128509521,,,
261,2025-07-30 19:03:30,cs1,500.0,5.0,20.0,0.05,True,0.7,[[388.34801046]],1.0302553995737207,0.0068417148737383,50,10,0.1,1.0,1.0,0.8,,5.0,26.62240481376648,50.0,1.0,
262,2025-07-30 19:03:33,cs2,500.0,20.0,,,True,0.0,[[145.99042171]],0.2684095694937018,0.0250865125325647,50,10,0.1,,,,,,23.66012716293335,,,
263,2025-07-30 19:03:57,cs3,500.0,5.0,20.0,0.05,True,0.8,[[241.81095749]],1.0211428630037047,0.0061890292880975,50,10,0.1,,,,,,5.556954860687256,,,3.0
264,2025-07-30 19:04:03,cs4,,,,,True,0.0,[[562.14142889]],0.5262956885587625,0.0093290787920497,50,10,0.1,,,,,,1.6601738929748535,,,
265,2025-07-30 19:04:14,cs5,500.0,5.0,20.0,0.05,True,0.7,[[427.83062839]],1.031435616555863,0.0068767432596622,50,10,0.1,1.0,1.0,0.8,,5.0,9.584293127059937,,,
266,2025-07-30 19:04:44,cs1,500.0,5.0,20.0,0.05,True,0.7,[[39.83000116]],1.0327464478113604,0.0065497465328866,50,15,0.01,1.0,1.0,0.8,,5.0,30.05776309967041,50.0,1.0,
267,2025-07-30 19:04:47,cs2,500.0,20.0,,,True,0.0,[[15.65376976]],0.4076556787329504,0.0171658728712924,50,15,0.01,,,,,,2.041843891143799,,,
268,2025-07-30 19:04:50,cs3,500.0,5.0,20.0,0.05,True,0.8,[[28.57944327]],1.0111814838440782,0.0065545732053387,50,15,0.01,,,,,,19.21847701072693,,,3.0
269,2025-07-30 19:05:09,cs4,,,,,True,0.0,[[55.89494766]],0.5262957390030834,0.009329075515525,50,15,0.01,,,,,,1.937263011932373,,,
270,2025-07-30 19:05:22,cs5,500.0,5.0,20.0,0.05,True,0.68,[[41.74357928]],1.0362621661640825,0.0067480618298742,50,15,0.01,1.0,1.0,0.8,,5.0,10.840302228927612,,,
271,2025-07-30 19:05:51,cs1,500.0,5.0,20.0,0.05,True,0.7,[[196.82707786]],1.031580354224655,0.006675629553153,50,15,0.05,1.0,1.0,0.8,,5.0,28.67909598350525,50.0,1.0,
272,2025-07-30 19:05:53,cs2,500.0,20.0,,,True,0.0,[[72.02641193]],0.2260895168837633,0.027349835750919,50,15,0.05,,,,,,1.4211549758911133,,,
273,2025-07-30 19:05:56,cs3,500.0,5.0,20.0,0.05,True,0.8,[[2.64454935]],1.0108557829402445,0.0065109466660612,50,15,0.05,,,,,,16.930095911026,,,3.0
274,2025-07-30 19:06:13,cs4,,,,,True,0.0,[[281.58938506]],0.526295739687325,0.0093290754748218,50,15,0.05,,,,,,2.0138909816741943,,,
275,2025-07-30 19:06:26,cs5,500.0,5.0,20.0,0.05,True,0.7,[[215.69973834]],1.0325663768765587,0.0066717140822994,50,15,0.05,1.0,1.0,0.8,,5.0,11.473141193389893,,,
276,2025-07-30 19:06:56,cs1,500.0,5.0,20.0,0.05,True,0.7,[[400.7880338]],1.0282022181416612,0.0065978243876105,50,15,0.1,1.0,1.0,0.8,,5.0,29.55210280418396,50.0,1.0,
277,2025-07-30 19:06:59,cs2,500.0,20.0,,,True,0.0,[[-0.54532403]],0.5503240316120679,0.0082350312199579,50,15,0.1,,,,,,1.0682611465454102,,,
278,2025-07-30 19:07:01,cs3,500.0,5.0,20.0,0.05,True,0.8,[[294.85947275]],1.0094790041236856,0.0065501156191319,50,15,0.1,,,,,,19.3978488445282,,,3.0
