Serial No.,Date,Type,No Samples,Surrogate Nodes,CQR Nodes,CQR Alpha,Initial Condition,Optimizer Success,Closed Loop Cost,Concentration Cb,Boundary Violation Probability,Iterations,MPC Horizon,MPC Input Cost,ICBMPC Tightner,ICBMPC Random Sampling,ICBMPC Confidence Cutoff,MPC Setpoint,ICBMPC Max Search,Time,LQR r,LQR q,MPC Robust Horizon
279,2025-07-30 19:07:20,cs4,,,,,True,0.0,[[562.21119946]],0.5262956888796585,0.0093290788071853,50,15,0.1,,,,,,1.992808818817139,,,
280,2025-07-30 19:07:34,cs5,500.0,5.0,20.0,0.05,True,0.66,[[420.05089631]],1.0321896305665843,0.0068342790442257,50,15,0.1,1.0,1.0,0.8,,5.0,11.488150119781494,,,
281,2025-07-30 19:08:06,cs1,500.0,5.0,20.0,0.05,True,0.68,[[38.88721321]],1.034207876747018,0.0066646575226234,50,20,0.01,1.0,1.0,0.8,,5.0,32.757323026657104,50.0,1.0,
282,2025-07-30 19:08:09,cs2,500.0,20.0,,,True,0.0,[[-0.54982403]],0.5503240316183718,0.0082350312197356,50,20,0.01,,,,,,3.1959540843963623,,,
283,2025-07-30 19:08:14,cs3,500.0,5.0,20.0,0.05,True,0.8,[[-0.09094261]],0.9947859419460496,0.0065685842700934,50,20,0.01,,,,,,39.9402379989624,,,3.0
284,2025-07-30 19:08:54,cs4,,,,,True,0.0,[[55.74357788]],0.5262956803344829,0.0093290793588508,50,20,0.01,,,,,,2.1705589294433594,,,
285,2025-07-30 19:09:09,cs5,500.0,5.0,20.0,0.05,True,0.7,[[42.42709537]],1.0351579781542748,0.0066496828957015,50,20,0.01,1.0,1.0,0.8,,5.0,13.474493980407717,,,
286,2025-07-30 19:09:42,cs1,500.0,5.0,20.0,0.05,True,0.62,[[201.80691173]],1.0359257302566025,0.0072294190604868,50,20,0.05,1.0,1.0,0.8,,5.0,32.933939933776855,50.0,1.0,
287,2025-07-30 19:09:45,cs2,500.0,20.0,,,True,0.62,[[292.06506835]],0.9632486979559072,0.0077415386740085,50,20,0.05,,,,,,2.146469831466675,,,
288,2025-07-30 19:09:48,cs3,500.0,5.0,20.0,0.05,True,0.78,[[3.41461821]],1.0069625119097585,0.0065685852239275,50,20,0.05,,,,,,44.44900608062744,,,3.0
289,2025-07-30 19:10:33,cs4,,,,,True,0.0,[[280.82287907]],0.5262956804051053,0.0093290793539696,50,20,0.05,,,,,,2.533975124359131,,,
290,2025-07-30 19:10:50,cs5,500.0,5.0,20.0,0.05,True,0.66,[[211.40443631]],1.0339115453540877,0.0067700066185685,50,20,0.05,1.0,1.0,0.8,,5.0,14.180999040603638,,,
291,2025-07-30 19:11:21,cs1,500.0,5.0,20.0,0.05,True,0.7,[[405.26431816]],1.0283774116408306,0.0065861069099693,50,20,0.1,1.0,1.0,0.8,,5.0,31.4598548412323,50.0,1.0,
292,2025-07-30 19:11:24,cs2,500.0,20.0,,,True,0.78,[[300.122338]],0.930742224398777,0.007443600089989,50,20,0.1,,,,,,1.1507761478424072,,,
293,2025-07-30 19:11:26,cs3,500.0,5.0,20.0,0.05,True,0.8,[[8.02577417]],0.99341703500248,0.006569181441362,50,20,0.1,,,,,,34.72142791748047,,,3.0
294,2025-07-30 19:12:01,cs4,,,,,True,0.0,[[562.17129707]],0.5262956805531589,0.0093290793439859,50,20,0.1,,,,,,2.4180660247802734,,,
295,2025-07-30 19:12:16,cs5,500.0,5.0,20.0,0.05,True,0.68,[[431.88303935]],1.0309180947410348,0.0066918038247503,50,20,0.1,1.0,1.0,0.8,,5.0,12.444166898727415,,,
296,2025-07-30 19:12:41,cs1,500.0,5.0,20.0,0.05,True,0.7,[[38.36213542]],1.0338229469722506,0.0067139165558204,50,10,0.01,1.0,1.0,0.8,,5.0,25.230566263198853,50.0,1.0,
297,2025-07-30 19:12:44,cs2,500.0,20.0,,,True,0.0,[[14.21606761]],0.2344326597665973,0.0269089484056989,50,10,0.01,,,,,,2.1693811416625977,,,
298,2025-07-30 19:12:48,cs3,500.0,5.0,20.0,0.05,True,0.84,[[0.03999063]],1.0206972099674585,0.0064769485094981,50,10,0.01,,,,,,31.06657886505127,,,5.0
299,2025-07-30 19:13:19,cs4,,,,,True,0.0,[[55.74080033]],0.5262956863559675,0.0093290789450255,50,10,0.01,,,,,,1.614130973815918,,,
300,2025-07-30 19:13:30,cs5,500.0,5.0,20.0,0.05,True,0.68,[[41.01616039]],1.0360205120050687,0.0068112510706336,50,10,0.01,1.0,1.0,0.8,,5.0,9.405617237091064,,,
301,2025-07-30 19:13:54,cs1,500.0,5.0,20.0,0.05,True,0.7,[[195.75822694]],1.0297176480679702,0.0067733554825923,50,10,0.05,1.0,1.0,0.8,,5.0,24.21650218963623,50.0,1.0,
302,2025-07-30 19:13:57,cs2,500.0,20.0,,,True,0.0,[[-0.55556208]],0.5773998921919739,0.0083287325983329,50,10,0.05,,,,,,1.5247647762298584,,,
303,2025-07-30 19:14:01,cs3,500.0,5.0,20.0,0.05,True,0.82,[[148.02186253]],1.0219771907921085,0.0065256022491774,50,10,0.05,,,,,,32.07445192337036,,,5.0
304,2025-07-30 19:14:33,cs4,,,,,True,0.0,[[280.81010504]],0.5262956864178175,0.0093290789409926,50,10,0.05,,,,,,1.022454023361206,,,
305,2025-07-30 19:14:42,cs5,500.0,5.0,20.0,0.05,True,0.68,[[210.75938571]],1.0322730580589132,0.0069178118933914,50,10,0.05,1.0,1.0,0.8,,5.0,8.673020124435425,,,
306,2025-07-30 19:15:09,cs1,500.0,5.0,20.0,0.05,True,0.7,[[388.34801046]],1.0302553995737207,0.0068417148737383,50,10,0.1,1.0,1.0,0.8,,5.0,26.453614711761475,50.0,1.0,
307,2025-07-30 19:15:11,cs2,500.0,20.0,,,True,0.0,[[288.60493151]],0.4000741850152119,0.0175445898055267,50,10,0.1,,,,,,1.247102975845337,,,
308,2025-07-30 19:15:15,cs3,500.0,5.0,20.0,0.05,True,0.82,[[297.07420104]],1.0218568505849115,0.0065256022482853,50,10,0.1,,,,,,27.62689208984375,,,5.0
309,2025-07-30 19:15:42,cs4,,,,,True,0.0,[[562.14142889]],0.5262956885587625,0.0093290787920497,50,10,0.1,,,,,,1.7003769874572754,,,
310,2025-07-30 19:15:53,cs5,500.0,5.0,20.0,0.05,True,0.7,[[427.83062839]],1.031435616555863,0.0068767432596622,50,10,0.1,1.0,1.0,0.8,,5.0,8.804341077804565,,,
311,2025-07-30 19:16:23,cs1,500.0,5.0,20.0,0.05,True,0.7,[[39.83000116]],1.0327464478113604,0.0065497465328866,50,15,0.01,1.0,1.0,0.8,,5.0,29.783174753189087,50.0,1.0,
312,2025-07-30 19:16:25,cs2,500.0,20.0,,,True,0.0,[[-0.54982403]],0.5503240315967265,0.0082350312198258,50,15,0.01,,,,,,1.355687141418457,,,
313,2025-07-30 19:16:30,cs3,500.0,5.0,20.0,0.05,True,0.74,[[28.79072857]],0.9845146947460296,0.0072739580412063,50,15,0.01,,,,,,169.71627688407898,,,5.0
314,2025-07-30 19:19:20,cs4,,,,,True,0.0,[[55.89494766]],0.5262957390030834,0.009329075515525,50,15,0.01,,,,,,2.440270185470581,,,
315,2025-07-30 19:19:33,cs5,500.0,5.0,20.0,0.05,True,0.68,[[41.74357928]],1.0362621661640825,0.0067480618298742,50,15,0.01,1.0,1.0,0.8,,5.0,10.711086988449097,,,
316,2025-07-30 19:20:01,cs1,500.0,5.0,20.0,0.05,True,0.7,[[196.82707786]],1.031580354224655,0.006675629553153,50,15,0.05,1.0,1.0,0.8,,5.0,28.395113945007324,50.0,1.0,
317,2025-07-30 19:20:04,cs2,500.0,20.0,,,True,0.02,[[71.99828552]],0.2344314887709391,0.0269090103021193,50,15,0.05,,,,,,1.4085609912872314,,,
318,2025-07-30 19:20:09,cs3,500.0,5.0,20.0,0.05,True,0.76,[[5.92356237]],0.9905412383230522,0.00713832392627,50,15,0.05,,,,,,177.10134768486023,,,5.0
319,2025-07-30 19:23:06,cs4,,,,,True,0.0,[[281.58938506]],0.526295739687325,0.0093290754748218,50,15,0.05,,,,,,2.4420430660247803,,,
320,2025-07-30 19:23:19,cs5,500.0,5.0,20.0,0.05,True,0.7,[[215.69973834]],1.0325663768765587,0.0066717140822994,50,15,0.05,1.0,1.0,0.8,,5.0,11.227235078811646,,,
321,2025-07-30 19:23:47,cs1,500.0,5.0,20.0,0.05,True,0.7,[[400.7880338]],1.0282022181416612,0.0065978243876105,50,15,0.1,1.0,1.0,0.8,,5.0,27.548470973968502,50.0,1.0,
322,2025-07-30 19:23:49,cs2,500.0,20.0,,,True,0.0,[[-0.54532403]],0.5503240315453746,0.0082350312203201,50,15,0.1,,,,,,2.164628028869629,,,
323,2025-07-30 19:23:55,cs3,500.0,5.0,20.0,0.05,True,0.78,[[12.18926625]],0.9891479738984752,0.0071518502300834,50,15,0.1,,,,,,163.34036993980408,,,5.0
324,2025-07-30 19:26:39,cs4,,,,,True,0.0,[[562.21119946]],0.5262956888796585,0.0093290788071853,50,15,0.1,,,,,,2.249678134918213,,,
325,2025-07-30 19:26:52,cs5,500.0,5.0,20.0,0.05,True,0.66,[[420.05089631]],1.0321896305665843,0.0068342790442257,50,15,0.1,1.0,1.0,0.8,,5.0,11.453161001205444,,,
326,2025-07-30 19:27:24,cs1,500.0,5.0,20.0,0.05,True,0.68,[[38.88721321]],1.034207876747018,0.0066646575226234,50,20,0.01,1.0,1.0,0.8,,5.0,31.734320163726807,50.0,1.0,
327,2025-07-30 19:27:27,cs2,500.0,20.0,,,True,0.0,[[14.22441077]],0.2260895173027877,0.0273498357614713,50,20,0.01,,,,,,2.174161195755005,,,
328,2025-07-30 19:27:34,cs3,500.0,5.0,20.0,0.05,True,0.72,[[0.36408365]],0.84357080227707,0.0070161813990287,50,20,0.01,,,,,,756.0329222679138,,,5.0
329,2025-07-30 19:40:10,cs4,,,,,True,0.0,[[55.74357788]],0.5262956803344829,0.0093290793588508,50,20,0.01,,,,,,2.4724152088165283,,,
330,2025-07-30 19:40:24,cs5,500.0,5.0,20.0,0.05,True,0.7,[[42.42709537]],1.0351579781542748,0.0066496828957015,50,20,0.01,1.0,1.0,0.8,,5.0,12.146023035049438,,,
331,2025-07-30 19:40:54,cs1,500.0,5.0,20.0,0.05,True,0.62,[[201.80691173]],1.0359257302566025,0.0072294190604868,50,20,0.05,1.0,1.0,0.8,,5.0,29.64049005508423,50.0,1.0,
332,2025-07-30 19:40:57,cs2,500.0,20.0,,,True,0.0,[[72.02641189]],0.2260895169623361,0.0273498357423916,50,20,0.05,,,,,,1.4861469268798828,,,
333,2025-07-30 19:41:03,cs3,500.0,5.0,20.0,0.05,True,0.76,[[8.11937857]],0.8829779099826226,0.0071616257431488,50,20,0.05,,,,,,462.6496410369873,,,5.0
334,2025-07-30 19:48:46,cs4,,,,,True,0.0,[[280.82287907]],0.5262956804051053,0.0093290793539696,50,20,0.05,,,,,,2.383798837661743,,,
335,2025-07-30 19:49:00,cs5,500.0,5.0,20.0,0.05,True,0.66,[[211.40443631]],1.0339115453540877,0.0067700066185685,50,20,0.05,1.0,1.0,0.8,,5.0,11.680400133132936,,,
336,2025-07-30 19:49:28,cs1,500.0,5.0,20.0,0.05,True,0.7,[[405.26431816]],1.0283774116408306,0.0065861069099693,50,20,0.1,1.0,1.0,0.8,,5.0,28.121158838272095,50.0,1.0,
337,2025-07-30 19:49:30,cs2,500.0,20.0,,,True,0.0,[[12.03025029]],0.5031459681067665,0.0111431859447313,50,20,0.1,,,,,,2.93507719039917,,,
338,2025-07-30 19:49:38,cs3,500.0,5.0,20.0,0.05,True,0.72,[[11.72374932]],0.835008759261844,0.0070699032499114,50,20,0.1,,,,,,711.9701690673828,,,5.0
339,2025-07-30 20:01:30,cs4,,,,,True,0.0,[[562.17129707]],0.5262956805531589,0.0093290793439859,50,20,0.1,,,,,,3.0263307094573975,,,
340,2025-07-30 20:01:46,cs5,500.0,5.0,20.0,0.05,True,0.68,[[431.88303935]],1.0309180947410348,0.0066918038247503,50,20,0.1,1.0,1.0,0.8,,5.0,12.963643789291382,,,
341,2025-07-30 20:02:29,cs1,500.0,5.0,20.0,0.05,True,0.74,[[31.90285632]],1.0412952833537603,0.0063641864356897,50,10,0.01,1.0,1.0,0.8,,10.0,42.87605690956116,50.0,1.0,
342,2025-07-30 20:02:32,cs2,500.0,20.0,,,True,0.0,[[-0.54982403]],0.550324031530935,0.0082350312210907,50,10,0.01,,,,,,1.7666707038879397,,,
343,2025-07-30 20:02:35,cs3,500.0,5.0,20.0,0.05,True,0.8,[[-0.12508736]],1.021541776056469,0.0061440428479264,50,10,0.01,,,,,,6.237627029418945,,,3.0
344,2025-07-30 20:02:41,cs4,,,,,True,0.0,[[55.74080033]],0.5262956863559675,0.0093290789450255,50,10,0.01,,,,,,1.065865993499756,,,
345,2025-07-30 20:02:57,cs5,500.0,5.0,20.0,0.05,True,0.76,[[31.72159704]],1.0410897717105885,0.0063972576703624,50,10,0.01,1.0,1.0,0.8,,10.0,15.324966192245483,,,
346,2025-07-30 20:03:44,cs1,500.0,5.0,20.0,0.05,True,0.74,[[350.58450458]],1.0685841385538697,0.0073284590050923,50,10,0.05,1.0,1.0,0.8,,10.0,46.80601119995117,50.0,1.0,
347,2025-07-30 20:03:47,cs2,500.0,20.0,,,True,0.0,[[71.00318118]],1.249320182193562,0.0093633923205519,50,10,0.05,,,,,,0.9829268455505372,,,
348,2025-07-30 20:03:48,cs3,500.0,5.0,20.0,0.05,True,0.74,[[149.42949205]],1.0677429663103943,0.0079138198706967,50,10,0.05,,,,,,10.531264066696169,,,3.0
349,2025-07-30 20:03:59,cs4,,,,,True,0.08,[[205.59729646]],1.2318278638578364,0.0113631728333629,50,10,0.05,,,,,,2.036508083343506,,,
350,2025-07-30 20:04:18,cs5,500.0,5.0,20.0,0.05,True,0.74,[[362.13212183]],1.066405630492614,0.0072452706079757,50,10,0.05,1.0,1.0,0.8,,10.0,17.443070888519287,,,
351,2025-07-30 20:09:22,cs1,1000.0,5.0,20.0,0.05,True,0.0,[[27.98321886]],0.9172682740831448,0.0004191032393226,50,10,0.01,1.0,1.0,0.8,,3.0,13.913568019866943,50.0,1.0,
352,2025-07-30 20:09:26,cs2,1000.0,20.0,,,True,1.0,[[-0.85229327]],0.8592677641393885,0.0,50,10,0.01,,,,,,0.3891801834106445,,,
353,2025-07-30 20:09:27,cs3,1000.0,5.0,20.0,0.05,True,0.0,[[25.3210781]],0.9460350645906904,4.56567361058289e-10,50,10,0.01,,,,,,16.48359704017639,,,3.0
354,2025-07-30 20:09:43,cs4,,,,,True,1.0,[[42.3956521]],1.024053669383144,1.8515202748758943e-10,50,10,0.01,,,,,,0.4398949146270752,,,
355,2025-07-30 20:09:49,cs5,1000.0,5.0,20.0,0.05,True,0.0,[[27.98324432]],0.9172562339795304,0.0004186894602021,50,10,0.01,1.0,1.0,0.8,,3.0,5.549695014953613,,,
356,2025-07-30 20:10:07,cs1,1000.0,5.0,20.0,0.05,True,0.02,[[215.92232063]],0.8276716771305297,0.0012354660857389,50,10,0.05,1.0,1.0,0.8,,3.0,17.61203098297119,50.0,1.0,
357,2025-07-30 20:10:11,cs2,1000.0,20.0,,,True,0.0,[[71.5131937]],0.7393077424254944,0.007225667303325,50,10,0.05,,,,,,0.8350410461425781,,,
358,2025-07-30 20:10:12,cs3,1000.0,5.0,20.0,0.05,True,0.0,[[146.42105699]],0.8373902359552963,0.0006939621111756,50,10,0.05,,,,,,19.56434202194214,,,3.0
359,2025-07-30 20:10:32,cs4,,,,,True,1.0,[[51.41793161]],0.9527932938540706,1.8747801991169626e-07,50,10,0.05,,,,,,0.591684103012085,,,
360,2025-07-30 20:10:39,cs5,1000.0,5.0,20.0,0.05,True,0.02,[[215.92551485]],0.827590636905458,0.0012354261861612,50,10,0.05,1.0,1.0,0.8,,3.0,6.176445007324219,,,
361,2025-07-30 20:10:55,cs1,1000.0,5.0,20.0,0.05,True,0.02,[[288.17724803]],0.8223686597261509,0.0014899697028832,50,10,0.1,1.0,1.0,0.8,,3.0,16.062552213668823,50.0,1.0,
362,2025-07-30 20:10:59,cs2,1000.0,20.0,,,True,0.48,[[289.35010728]],0.8771129102283165,0.0003255061669333,50,10,0.1,,,,,,1.0092768669128418,,,
363,2025-07-30 20:11:01,cs3,1000.0,5.0,20.0,0.05,True,0.0,[[385.27833868]],0.8442000925097354,0.0003093145225058,50,10,0.1,,,,,,19.24410319328308,,,3.0
364,2025-07-30 20:11:20,cs4,,,,,True,1.0,[[91.19957317]],0.952862633451343,1.8747800373691545e-07,50,10,0.1,,,,,,0.5306758880615234,,,
365,2025-07-30 20:11:27,cs5,1000.0,5.0,20.0,0.05,True,0.02,[[432.67865742]],0.8268845213772178,0.0012431724735472,50,10,0.1,1.0,1.0,0.8,,3.0,6.256205081939697,,,
366,2025-07-30 20:11:46,cs1,1000.0,5.0,20.0,0.05,True,0.02,[[42.51943804]],0.8303568594078999,0.001205249914663,50,15,0.01,1.0,1.0,0.8,,3.0,19.199095010757446,50.0,1.0,
367,2025-07-30 20:11:50,cs2,1000.0,20.0,,,True,0.0,[[13.65043759]],0.8497886973482569,0.0055229851883709,50,15,0.01,,,,,,3.37069320678711,,,
368,2025-07-30 20:11:54,cs3,1000.0,5.0,20.0,0.05,True,0.0,[[40.92209949]],0.8361405959671767,0.0007691336176852,50,15,0.01,,,,,,123.97422623634338,,,3.0
369,2025-07-30 20:13:58,cs4,,,,,True,1.0,[[10.57051201]],0.9525366107068604,1.8748707777463548e-07,50,15,0.01,,,,,,0.5858252048492432,,,
370,2025-07-30 20:14:07,cs5,1000.0,5.0,20.0,0.05,True,0.02,[[42.52041463]],0.8305531604302336,0.0012022901241042,50,15,0.01,1.0,1.0,0.8,,3.0,7.778909921646118,,,
371,2025-07-30 20:14:26,cs1,1000.0,5.0,20.0,0.05,True,0.02,[[215.91890999]],0.8314424413414747,0.0011928328200434,50,15,0.05,1.0,1.0,0.8,,3.0,19.124684810638428,50.0,1.0,
372,2025-07-30 20:14:30,cs2,1000.0,20.0,,,True,0.64,[[107.85061883]],0.815235518447038,7.485912352421049e-11,50,15,0.05,,,,,,0.880389928817749,,,
373,2025-07-30 20:14:32,cs3,1000.0,5.0,20.0,0.05,True,0.0,[[161.25967686]],0.8361508644241546,0.0007691336172253,50,15,0.05,,,,,,124.80206513404846,,,3.0
374,2025-07-30 20:16:37,cs4,,,,,True,1.0,[[50.51895902]],0.9524702987973686,1.874870760283716e-07,50,15,0.05,,,,,,0.7868478298187256,,,
375,2025-07-30 20:16:46,cs5,1000.0,5.0,20.0,0.05,True,0.02,[[215.92358521]],0.831530668973364,0.0011911321049722,50,15,0.05,1.0,1.0,0.8,,3.0,8.667617797851562,,,
376,2025-07-30 20:17:05,cs1,1000.0,5.0,20.0,0.05,True,0.02,[[432.67209017]],0.8322121239550424,0.0011839929627064,50,15,0.1,1.0,1.0,0.8,,3.0,18.70049810409546,50.0,1.0,
377,2025-07-30 20:17:10,cs2,1000.0,20.0,,,True,0.06,[[-0.76221853]],0.7991533144461497,6.116898307171794e-11,50,15,0.1,,,,,,1.379776954650879,,,
378,2025-07-30 20:17:12,cs3,1000.0,5.0,20.0,0.05,True,0.0,[[322.97856178]],0.8361445151136596,0.000769133618255,50,15,0.1,,,,,,141.27554368972778,,,3.0
379,2025-07-30 20:19:34,cs4,,,,,True,1.0,[[92.78395889]],0.952410877458188,1.8749146973862096e-07,50,15,0.1,,,,,,0.8051199913024902,,,
380,2025-07-30 20:19:44,cs5,1000.0,5.0,20.0,0.05,True,0.02,[[432.67998073]],0.832222879696063,0.0011831597751734,50,15,0.1,1.0,1.0,0.8,,3.0,9.415515899658203,,,
381,2025-07-30 20:20:08,cs1,1000.0,5.0,20.0,0.05,True,0.02,[[42.51931657]],0.8304638671553299,0.0012040002269487,50,20,0.01,1.0,1.0,0.8,,3.0,23.71318006515503,50.0,1.0,
382,2025-07-30 20:20:12,cs2,1000.0,20.0,,,True,0.0,[[15.2529165]],0.8288415868620291,1.9432683486097783e-10,50,20,0.01,,,,,,2.3001320362091064,,,
383,2025-07-30 20:20:15,cs3,1000.0,5.0,20.0,0.05,True,0.0,[[28.06438119]],0.8361555270421742,0.0007691336175944,50,20,0.01,,,,,,317.0900819301605,,,3.0
384,2025-07-30 20:25:33,cs4,,,,,True,1.0,[[79.07454757]],0.9554463151084892,1.8748965208177725e-07,50,20,0.01,,,,,,1.077324151992798,,,
385,2025-07-30 20:25:45,cs5,1000.0,5.0,20.0,0.05,True,0.02,[[42.52033521]],0.8306434187669839,0.001201264443234,50,20,0.01,1.0,1.0,0.8,,3.0,11.061148881912231,,,
386,2025-07-30 20:26:10,cs1,1000.0,5.0,20.0,0.05,True,0.02,[[215.91871211]],0.8312464799470984,0.0011950809131321,50,20,0.05,1.0,1.0,0.8,,3.0,24.774055004119873,50.0,1.0,
387,2025-07-30 20:26:14,cs2,1000.0,20.0,,,True,0.0,[[71.51319369]],0.7393077424359429,0.0072256672933994,50,20,0.05,,,,,,1.4071481227874756,,,
388,2025-07-30 20:26:17,cs3,1000.0,5.0,20.0,0.05,True,0.0,[[152.01585635]],0.83614292097568,0.0007691336179969,50,20,0.05,,,,,,335.1456639766693,,,3.0
389,2025-07-30 20:31:52,cs4,,,,,True,1.0,[[230.51559538]],0.9543483530749226,1.8749360667457082e-07,50,20,0.05,,,,,,0.9051718711853028,,,
390,2025-07-30 20:32:03,cs5,1000.0,5.0,20.0,0.05,True,0.02,[[215.92361422]],0.8313519971472079,0.0011931803579517,50,20,0.05,1.0,1.0,0.8,,3.0,9.78604793548584,,,
391,2025-07-30 20:32:23,cs1,1000.0,5.0,20.0,0.05,True,0.02,[[432.66916519]],0.8315022426396488,0.0011921484474273,50,20,0.1,1.0,1.0,0.8,,3.0,20.5248498916626,50.0,1.0,
392,2025-07-30 20:32:27,cs2,1000.0,20.0,,,True,0.0,[[190.67140472]],0.8598828774954296,8.876464452163976e-11,50,20,0.1,,,,,,4.705235242843628,,,
393,2025-07-30 20:32:34,cs3,1000.0,5.0,20.0,0.05,True,0.0,[[334.99404271]],0.8361426989736419,0.0007691336182185,50,20,0.1,,,,,,308.06097292900085,,,3.0
394,2025-07-30 20:37:42,cs4,,,,,True,1.0,[[222.07361405]],0.9526521706486808,1.8749693357414537e-07,50,20,0.1,,,,,,0.8698818683624268,,,
395,2025-07-30 20:37:53,cs5,1000.0,5.0,20.0,0.05,True,0.02,[[432.67796148]],0.8315894484353862,0.0011904589358107,50,20,0.1,1.0,1.0,0.8,,3.0,10.47854995727539,,,
396,2025-07-30 20:38:11,cs1,1000.0,5.0,20.0,0.05,True,0.02,[[42.51901609]],0.8313452194555694,0.0011941156273975,50,10,0.01,1.0,1.0,0.8,,3.0,17.62071394920349,50.0,1.0,
397,2025-07-30 20:38:17,cs2,1000.0,20.0,,,True,0.26,[[28.06590122]],0.873892737846326,0.0001210071517479,50,10,0.01,,,,,,1.2142388820648191,,,
398,2025-07-30 20:38:20,cs3,1000.0,5.0,20.0,0.05,True,0.0,[[33.09719922]],0.8361357461655549,0.0007691336158196,50,10,0.01,,,,,,82.0492901802063,,,5.0
399,2025-07-30 20:39:42,cs4,,,,,True,1.0,[[11.84463124]],0.9526959860071664,1.874781134243208e-07,50,10,0.01,,,,,,0.563554048538208,,,
400,2025-07-30 20:39:52,cs5,1000.0,5.0,20.0,0.05,True,0.02,[[42.51987409]],0.8312080018839363,0.001194826193391,50,10,0.01,1.0,1.0,0.8,,3.0,8.958894729614258,,,
401,2025-07-30 20:40:11,cs1,1000.0,5.0,20.0,0.05,True,0.02,[[215.92232063]],0.8276716771305297,0.0012354660857389,50,10,0.05,1.0,1.0,0.8,,3.0,18.81079912185669,50.0,1.0,
402,2025-07-30 20:40:16,cs2,1000.0,20.0,,,True,0.28,[[155.34912229]],0.8536750665344622,8.984047250594368e-11,50,10,0.05,,,,,,1.1144638061523438,,,
403,2025-07-30 20:40:19,cs3,1000.0,5.0,20.0,0.05,True,0.0,[[162.34719553]],0.8357911761947366,0.0007691336164672,50,10,0.05,,,,,,96.47688603401184,,,5.0
404,2025-07-30 20:41:55,cs4,,,,,True,1.0,[[51.41793161]],0.9527932938540706,1.8747801991169626e-07,50,10,0.05,,,,,,0.639768123626709,,,
405,2025-07-30 20:42:03,cs5,1000.0,5.0,20.0,0.05,True,0.02,[[215.92551485]],0.827590636905458,0.0012354261861612,50,10,0.05,1.0,1.0,0.8,,3.0,7.193021774291992,,,
406,2025-07-30 20:42:21,cs1,1000.0,5.0,20.0,0.05,True,0.02,[[288.17724803]],0.8223686597261509,0.0014899697028832,50,10,0.1,1.0,1.0,0.8,,3.0,18.069221019744873,50.0,1.0,
407,2025-07-30 20:42:26,cs2,1000.0,20.0,,,True,0.16,[[288.42053665]],0.8449341509123323,7.385769679809153e-11,50,10,0.1,,,,,,2.203746795654297,,,
408,2025-07-30 20:42:30,cs3,1000.0,5.0,20.0,0.05,True,0.0,[[317.92822186]],0.8326126988659834,0.0009771688603514,50,10,0.1,,,,,,82.47833299636841,,,5.0
409,2025-07-30 20:43:53,cs4,,,,,True,1.0,[[91.19957317]],0.952862633451343,1.8747800373691545e-07,50,10,0.1,,,,,,0.7317147254943848,,,
410,2025-07-30 20:44:01,cs5,1000.0,5.0,20.0,0.05,True,0.02,[[432.67865742]],0.8268845213772178,0.0012431724735472,50,10,0.1,1.0,1.0,0.8,,3.0,6.897681951522827,,,
411,2025-07-30 20:44:20,cs1,1000.0,5.0,20.0,0.05,True,0.02,[[42.51943804]],0.8303568594078999,0.001205249914663,50,15,0.01,1.0,1.0,0.8,,3.0,19.294872045516968,50.0,1.0,
412,2025-07-30 20:44:25,cs2,1000.0,20.0,,,True,0.02,[[13.64967534]],0.782423789313639,0.0055509883555649,50,15,0.01,,,,,,1.8026721477508545,,,
413,2025-07-30 20:44:30,cs3,1000.0,5.0,20.0,0.05,True,0.0,[[32.42056965]],0.8999676365113001,0.0023510968391574,50,15,0.01,,,,,,420.5942621231079,,,5.0
414,2025-07-30 20:51:30,cs4,,,,,True,1.0,[[10.57051201]],0.9525366107068604,1.8748707777463548e-07,50,15,0.01,,,,,,0.6980059146881104,,,
415,2025-07-30 20:51:41,cs5,1000.0,5.0,20.0,0.05,True,0.02,[[42.52041463]],0.8305531604302336,0.0012022901241042,50,15,0.01,1.0,1.0,0.8,,3.0,10.077491998672484,,,
416,2025-07-30 20:52:02,cs1,1000.0,5.0,20.0,0.05,True,0.02,[[215.91890999]],0.8314424413414747,0.0011928328200434,50,15,0.05,1.0,1.0,0.8,,3.0,20.67001175880432,50.0,1.0,
417,2025-07-30 20:52:06,cs2,1000.0,20.0,,,True,0.26,[[145.49580579]],0.8806030895682052,0.0003450147965662,50,15,0.05,,,,,,1.98323917388916,,,
418,2025-07-30 20:52:12,cs3,1000.0,5.0,20.0,0.05,True,0.0,[[149.70127455]],0.8866080550413941,0.0024642609299784,50,15,0.05,,,,,,443.53764271736145,,,5.0
419,2025-07-30 20:59:36,cs4,,,,,True,1.0,[[50.51895902]],0.9524702987973686,1.874870760283716e-07,50,15,0.05,,,,,,0.7287061214447021,,,
420,2025-07-30 20:59:46,cs5,1000.0,5.0,20.0,0.05,True,0.02,[[215.92358521]],0.831530668973364,0.0011911321049722,50,15,0.05,1.0,1.0,0.8,,3.0,9.990278244018556,,,
421,2025-07-30 21:00:09,cs1,1000.0,5.0,20.0,0.05,True,0.02,[[432.67209017]],0.8322121239550424,0.0011839929627064,50,15,0.1,1.0,1.0,0.8,,3.0,22.705151081085205,50.0,1.0,
422,2025-07-30 21:00:14,cs2,1000.0,20.0,,,True,0.28,[[288.17092695]],0.8452685858253527,9.605400786758004e-11,50,15,0.1,,,,,,2.5644710063934326,,,
